#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR5139--MA0591.1.Bach1::Mafk	chr16	84625362	84625376	-	0.000	0.000	Merged-chr16-84625247-15
NR10835--MA0496.2.MAFK	chr7	19086153	19086171	-	0.000	0.000	Merged-chr7-19086207-16
NR894--MA0089.1.MAFG::NFE2L1	chr1	178946040	178946045	-	0.000	0.000	Merged-chr1-178945993-1
NR2273--MA0496.2.MAFK	chr11	87240402	87240420	-	0.000	0.000	Merged-chr11-87240422-3
NR6226--MA0591.1.Bach1::Mafk	chr19	26414885	26414899	-	0.000	0.000	Merged-chr19-26414799-20
NR11744--MA0591.1.Bach1::Mafk	chr8	68212140	68212154	-	0.000	0.000	Merged-chr8-68212337-24
NR51--MA0495.2.MAFF	chr1	33454541	33454561	-	0.000	0.000	Merged-chr1-33454547-11
NR3014--MA0591.1.Bach1::Mafk	chr12	110381508	110381522	-	0.000	0.000	Merged-chr12-110381552-59
NR3634--MA0089.1.MAFG::NFE2L1	chr13	99780952	99780957	+	0.000	0.000	Merged-chr13-99780830-1
NR6710--MA0501.1.MAF::NFE2	chr2	52938453	52938467	-	0.000	0.000	Merged-chr2-52938398-15
NR2780--MA0089.1.MAFG::NFE2L1	chr12	76305069	76305074	+	0.000	0.000	Merged-chr12-76305169-2
NR6420--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR865--MA0495.2.MAFF	chr1	177248866	177248886	+	0.000	0.000	Merged-chr1-177248824-22
NR4416--MA0501.1.MAF::NFE2	chr15	31536129	31536143	+	0.000	0.000	Merged-chr15-31536246-8
NR53--MA0659.1.MAFG	chr1	33454541	33454561	+	0.000	0.000	Merged-chr1-33454547-11
NR2298--MA0117.2.Mafb	chr11	94253938	94253949	+	0.000	0.000	Merged-chr11-94253783-2
NR10974--MA0501.1.MAF::NFE2	chr7	49762883	49762897	+	0.000	0.000	Merged-chr7-49762758-15
NR10712--MA0089.1.MAFG::NFE2L1	chr6	144182984	144182989	-	0.000	0.000	Merged-chr6-144182833-5
NR228--MA0591.1.Bach1::Mafk	chr1	69461392	69461406	-	0.000	0.000	Merged-chr1-69461360-14
NR511--MA0501.1.MAF::NFE2	chr1	131755079	131755093	+	0.000	0.000	Merged-chr1-131755018-5
NR11163--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR9941--MA0117.2.Mafb	chr6	8299319	8299330	+	0.000	0.000	Merged-chr6-8299314-15
NR6466--MA0659.1.MAFG	chr2	8628739	8628759	+	0.000	0.000	Merged-chr2-8628681-1
NR5137--MA0495.2.MAFF	chr16	84625359	84625379	+	0.000	0.000	Merged-chr16-84625247-15
NR9375--MA0496.2.MAFK	chr5	74471050	74471068	+	0.000	0.000	Merged-chr5-74471085-11
NR10649--MA0089.1.MAFG::NFE2L1	chr6	141595593	141595598	-	0.000	0.000	Merged-chr6-141595501-1
NR7574--MA0659.1.MAFG	chr3	8971766	8971786	-	0.000	0.000	Merged-chr3-8971852-23
NR12619--MA0089.1.MAFG::NFE2L1	chr9	96545543	96545548	-	0.000	0.000	Merged-chr9-96545653-10
NR10001--MA0591.1.Bach1::Mafk	chr6	30162231	30162245	-	0.000	0.000	Merged-chr6-30162256-14
NR8339--MA0591.1.Bach1::Mafk	chr3	155235696	155235710	+	0.000	0.000	Merged-chr3-155235663-12
NR329--MA0496.2.MAFK	chr1	88497496	88497514	+	0.000	0.000	Merged-chr1-88497619-10
NR5133--MA0089.1.MAFG::NFE2L1	chr16	84477184	84477189	-	0.000	0.000	Merged-chr16-84477262-1
NR8470--MA0495.2.MAFF	chr4	32425703	32425723	+	0.000	0.000	Merged-chr4-32425710-19
NR6469--MA0496.2.MAFK	chr2	8628740	8628758	+	0.000	0.000	Merged-chr2-8628681-1
NR4898--MA0501.1.MAF::NFE2	chr16	30722615	30722629	+	0.000	0.000	Merged-chr16-30722513-29
NR323--MA0501.1.MAF::NFE2	chr1	88228269	88228283	+	0.000	0.000	Merged-chr1-88228292-3
NR6393--MA0496.2.MAFK	chr19	57329137	57329155	+	0.000	0.000	Merged-chr19-57329037-3
NR10556--MA0089.1.MAFG::NFE2L1	chr6	134217897	134217902	-	0.000	0.000	Merged-chr6-134217908-11
NR12426--MA0089.1.MAFG::NFE2L1	chr9	75424533	75424538	+	0.000	0.000	Merged-chr9-75424594-10
NR9448--MA0501.1.MAF::NFE2	chr5	91083254	91083268	-	0.000	0.000	Merged-chr5-91083328-13
NR7275--MA0117.2.Mafb	chr2	147772828	147772839	+	0.000	0.000	Merged-chr2-147772755-1
NR4818--MA0591.1.Bach1::Mafk	chr16	4469922	4469936	+	0.000	0.000	Merged-chr16-4469915-27
NR11512--MA0495.2.MAFF	chr7	136152645	136152665	-	0.000	0.000	Merged-chr7-136152676-10
NR9688--MA0659.1.MAFG	chr5	118620495	118620515	+	0.000	0.000	Merged-chr5-118620530-42
NR10975--MA0501.1.MAF::NFE2	chr7	49762899	49762913	+	0.000	0.000	Merged-chr7-49762758-15
NR11514--MA0659.1.MAFG	chr7	136152645	136152665	+	0.000	0.000	Merged-chr7-136152676-10
NR5888--MA0117.2.Mafb	chr18	55398498	55398509	+	0.000	0.000	Merged-chr18-55398390-24
NR9449--MA0495.2.MAFF	chr5	91264283	91264303	-	0.000	0.000	Merged-chr5-91264360-12
NR8367--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR9690--MA0496.2.MAFK	chr5	118620496	118620514	+	0.000	0.000	Merged-chr5-118620530-42
NR4373--MA0117.2.Mafb	chr15	9463659	9463670	+	0.000	0.000	Merged-chr15-9463567-25
NR872--MA0496.2.MAFK	chr1	177248867	177248885	+	0.000	0.000	Merged-chr1-177248824-22
NR12179--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR3598--MA0089.1.MAFG::NFE2L1	chr13	92722632	92722637	+	0.000	0.000	Merged-chr13-92722597-29
NR6462--MA0495.2.MAFF	chr2	8628739	8628759	+	0.000	0.000	Merged-chr2-8628681-1
NR5115--MA0501.1.MAF::NFE2	chr16	77644513	77644527	+	0.000	0.000	Merged-chr16-77644361-24
NR157--MA0591.1.Bach1::Mafk	chr1	60565656	60565670	+	0.000	0.000	Merged-chr1-60565774-1
NR8677--MA0501.1.MAF::NFE2	chr4	102393740	102393754	-	0.000	0.000	Merged-chr4-102393739-36
NR9369--MA0496.2.MAFK	chr5	74470990	74471008	-	0.000	0.000	Merged-chr5-74471085-11
NR5840--MA0659.1.MAFG	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96545573	96545578	-	0.000	0.000	Merged-chr9-96545653-10
NR879--MA0089.1.MAFG::NFE2L1	chr1	177685247	177685252	-	0.000	0.000	Merged-chr1-177685195-9
NR868--MA0591.1.Bach1::Mafk	chr1	177248869	177248883	-	0.000	0.000	Merged-chr1-177248824-22
NR356--MA0117.2.Mafb	chr1	95112789	95112800	-	0.000	0.000	Merged-chr1-95112747-9
NR589--MA0117.2.Mafb	chr1	148923234	148923245	+	0.000	0.000	Merged-chr1-148923171-3
NR3209--MA0659.1.MAFG	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR5839--MA0495.2.MAFF	chr18	43492936	43492956	-	0.000	0.000	Merged-chr18-43493033-11
NR5069--MA0495.2.MAFF	chr16	65542404	65542424	-	0.000	0.000	Merged-chr16-65542301-4
NR6707--MA0659.1.MAFG	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR1476--MA0501.1.MAF::NFE2	chr10	83094421	83094435	-	0.000	0.000	Merged-chr10-83094341-29
NR4935--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR11990--MA0089.1.MAFG::NFE2L1	chr8	116617425	116617430	+	0.000	0.000	Merged-chr8-116617441-19
NR4897--MA0591.1.Bach1::Mafk	chr16	30722612	30722626	+	0.000	0.000	Merged-chr16-30722513-29
NR158--MA0496.2.MAFK	chr1	60565654	60565672	-	0.000	0.000	Merged-chr1-60565774-1
NR6709--MA0501.1.MAF::NFE2	chr2	52938459	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR3147--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR866--MA0495.2.MAFF	chr1	177248866	177248886	-	0.000	0.000	Merged-chr1-177248824-22
NR54--MA0659.1.MAFG	chr1	33454541	33454561	-	0.000	0.000	Merged-chr1-33454547-11
NR626--MA0117.2.Mafb	chr1	152817559	152817570	-	0.000	0.000	Merged-chr1-152817500-27
NR11633--MA0117.2.Mafb	chr8	13293864	13293875	+	0.000	0.000	Merged-chr8-13293855-16
NR12385--MA0591.1.Bach1::Mafk	chr9	66274760	66274774	-	0.000	0.000	Merged-chr9-66274857-15
NR5162--MA0501.1.MAF::NFE2	chr16	87610742	87610756	-	0.000	0.000	Merged-chr16-87610696-25
NR11420--MA0089.1.MAFG::NFE2L1	chr7	125190107	125190112	-	0.000	0.000	Merged-chr7-125190262-47
NR8006--MA0089.1.MAFG::NFE2L1	chr3	121872994	121872999	-	0.000	0.000	Merged-chr3-121872910-8
NR3148--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR7877--MA0591.1.Bach1::Mafk	chr3	101661849	101661863	+	0.000	0.000	Merged-chr3-101661770-28
NR8104--MA0089.1.MAFG::NFE2L1	chr3	133159667	133159672	-	0.000	0.000	Merged-chr3-133159832-24
NR5837--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR6467--MA0659.1.MAFG	chr2	8628739	8628759	-	0.000	0.000	Merged-chr2-8628681-1
NR6354--MA0501.1.MAF::NFE2	chr19	53572263	53572277	-	0.000	0.000	Merged-chr19-53572212-14
NR227--MA0495.2.MAFF	chr1	69461389	69461409	+	0.000	0.000	Merged-chr1-69461360-14
NR229--MA0501.1.MAF::NFE2	chr1	69461389	69461403	-	0.000	0.000	Merged-chr1-69461360-14
NR9298--MA0117.2.Mafb	chr5	58084192	58084203	-	0.000	0.000	Merged-chr5-58084122-29
NR12317--MA0117.2.Mafb	chr9	52349313	52349324	+	0.000	0.000	Merged-chr9-52349266-37
NR6703--MA0495.2.MAFF	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR1715--MA0591.1.Bach1::Mafk	chr10	116426356	116426370	-	0.000	0.000	Merged-chr10-116426397-21
NR9366--MA0591.1.Bach1::Mafk	chr5	74470992	74471006	+	0.000	0.000	Merged-chr5-74471085-11
NR5112--MA0089.1.MAFG::NFE2L1	chr16	77038108	77038113	-	0.000	0.000	Merged-chr16-77038211-5
NR7238--MA0495.2.MAFF	chr2	144352559	144352579	-	0.000	0.000	Merged-chr2-144352435-1
NR8471--MA0495.2.MAFF	chr4	32425703	32425723	-	0.000	0.000	Merged-chr4-32425710-19
NR6394--MA0496.2.MAFK	chr19	57329137	57329155	-	0.000	0.000	Merged-chr19-57329037-3
NR9109--MA0591.1.Bach1::Mafk	chr5	8841046	8841060	-	0.000	0.000	Merged-chr5-8841034-18
NR6341--MA0089.1.MAFG::NFE2L1	chr19	53338762	53338767	+	0.000	0.000	Merged-chr19-53338883-3
NR8348--MA0117.2.Mafb	chr3	156493111	156493122	+	0.000	0.000	Merged-chr3-156493158-1
NR9367--MA0501.1.MAF::NFE2	chr5	74470995	74471009	+	0.000	0.000	Merged-chr5-74471085-11
NR10002--MA0501.1.MAF::NFE2	chr6	30162234	30162248	+	0.000	0.000	Merged-chr6-30162256-14
NR12848--MA0501.1.MAF::NFE2	chr9	123960359	123960373	-	0.000	0.000	Merged-chr9-123960411-24
NR10648--MA0089.1.MAFG::NFE2L1	chr6	141435771	141435776	-	0.000	0.000	Merged-chr6-141435632-1
NR132--MA0089.1.MAFG::NFE2L1	chr1	52856598	52856603	+	0.000	0.000	Merged-chr1-52856467-10
NR11515--MA0659.1.MAFG	chr7	136152645	136152665	-	0.000	0.000	Merged-chr7-136152676-10
NR9691--MA0496.2.MAFK	chr5	118620496	118620514	-	0.000	0.000	Merged-chr5-118620530-42
NR9365--MA0495.2.MAFF	chr5	74470989	74471009	-	0.000	0.000	Merged-chr5-74471085-11
NR7306--MA0501.1.MAF::NFE2	chr2	150645488	150645502	-	0.000	0.000	Merged-chr2-150645418-8
NR873--MA0496.2.MAFK	chr1	177248867	177248885	-	0.000	0.000	Merged-chr1-177248824-22
NR6194--MA0501.1.MAF::NFE2	chr19	16418439	16418453	-	0.000	0.000	Merged-chr19-16418552-32
NR3940--MA0089.1.MAFG::NFE2L1	chr14	27114522	27114527	-	0.000	0.000	Merged-chr14-27114435-1
NR4014--MA0089.1.MAFG::NFE2L1	chr14	52553598	52553603	+	0.000	0.000	Merged-chr14-52553618-9
NR5521--MA0089.1.MAFG::NFE2L1	chr17	64182689	64182694	-	0.000	0.000	Merged-chr17-64182571-3
NR6463--MA0495.2.MAFF	chr2	8628739	8628759	-	0.000	0.000	Merged-chr2-8628681-1
NR2157--MA0089.1.MAFG::NFE2L1	chr11	72941009	72941014	-	0.000	0.000	Merged-chr11-72940930-27
NR8811--MA0089.1.MAFG::NFE2L1	chr4	123588811	123588816	+	0.000	0.000	Merged-chr4-123588937-38
NR3994--MA0501.1.MAF::NFE2	chr14	46578293	46578307	-	0.000	0.000	Merged-chr14-46578431-37
