#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR8088--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR189--MA0002.2.RUNX1	chr1	72321073	72321083	+	0.000	0.000	Merged-chr1-72320998-10
NR1826--MA0002.2.RUNX1	chr11	87240397	87240407	-	0.000	0.000	Merged-chr11-87240422-3
NR5927--MA0002.2.RUNX1	chr2	101817125	101817135	+	0.000	0.000	Merged-chr2-101816960-10
NR1425--MA0002.2.RUNX1	chr10	122200005	122200015	+	0.000	0.000	Merged-chr10-122200080-48
NR9952--MA0511.2.RUNX2	chr8	84813286	84813294	-	0.000	0.000	Merged-chr8-84813219-19
NR4024--MA0511.2.RUNX2	chr16	8731900	8731908	+	0.000	0.000	Merged-chr16-8732071-1
NR2973--MA0002.2.RUNX1	chr13	94144819	94144829	+	0.000	0.000	Merged-chr13-94144726-31
NR9600--MA0684.1.RUNX3	chr7	127922867	127922876	+	0.000	0.000	Merged-chr7-127922827-35
NR1221--MA0002.2.RUNX1	chr10	88346741	88346751	+	0.000	0.000	Merged-chr10-88346697-18
NR9301--MA0002.2.RUNX1	chr7	78583932	78583942	-	0.000	0.000	Merged-chr7-78583930-15
NR10409--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR90--MA0684.1.RUNX3	chr1	43127910	43127919	-	0.000	0.000	Merged-chr1-43127994-2
NR1104--MA0002.2.RUNX1	chr10	67891369	67891379	-	0.000	0.000	Merged-chr10-67891340-18
