#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR55063--MA0599.1.KLF5	chr6	97300816	97300825	-	0.000	0.000	Merged-chr6-97300820-20
NR69891--MA0493.1.Klf1	chrX	71622511	71622521	+	0.000	0.000	Merged-chrX-71622436-27
NR19036--MA1107.1.KLF9	chr13	113023841	113023853	-	0.000	0.000	Merged-chr13-113023939-34
NR67036--MA0599.1.KLF5	chr9	69073446	69073455	-	0.000	0.000	Merged-chr9-69073494-25
NR54218--MA0740.1.KLF14	chr6	53709833	53709846	-	0.000	0.000	Merged-chr6-53709881-31
NR5643--MA0741.1.KLF16	chr10	42699281	42699291	+	0.000	0.000	Merged-chr10-42699170-35
NR12450--MA1107.1.KLF9	chr11	109166549	109166561	+	0.000	0.000	Merged-chr11-109166641-10
NR69495--MA0741.1.KLF16	chrX	7586643	7586653	-	0.000	0.000	Merged-chrX-7586610-10
NR59946--MA0493.1.Klf1	chr7	92420559	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR23424--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR59732--MA0740.1.KLF14	chr7	81454606	81454619	+	0.000	0.000	Merged-chr7-81454544-19
NR61643--MA0599.1.KLF5	chr7	135517370	135517379	+	0.000	0.000	Merged-chr7-135517246-31
NR34328--MA1107.1.KLF9	chr19	59926256	59926268	+	0.000	0.000	Merged-chr19-59926305-20
NR16846--MA0741.1.KLF16	chr13	45885052	45885062	+	0.000	0.000	Merged-chr13-45885080-29
NR25213--MA0741.1.KLF16	chr16	24160876	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR19769--MA0742.1.Klf12	chr14	32388447	32388461	-	0.000	0.000	Merged-chr14-32388438-6
NR15574--MA0740.1.KLF14	chr12	109446607	109446620	+	0.000	0.000	Merged-chr12-109446341-43
NR28675--MA1107.1.KLF9	chr17	47171151	47171163	-	0.000	0.000	Merged-chr17-47171280-54
NR69328--MA0599.1.KLF5	chr9	122398963	122398972	-	0.000	0.000	Merged-chr9-122399009-31
NR10048--MA0599.1.KLF5	chr11	58283331	58283340	-	0.000	0.000	Merged-chr11-58283237-2
NR33149--MA0740.1.KLF14	chr19	22915937	22915950	-	0.000	0.000	Merged-chr19-22916033-24
NR51192--MA0599.1.KLF5	chr5	115760938	115760947	-	0.000	0.000	Merged-chr5-115761078-27
NR66507--MA0657.1.KLF13	chr9	55283729	55283746	+	0.000	0.000	Merged-chr9-55283833-16
NR59874--MA1107.1.KLF9	chr7	90410090	90410102	+	0.000	0.000	Merged-chr7-90410085-21
NR21029--MA0493.1.Klf1	chr14	79236476	79236486	+	0.000	0.000	Merged-chr14-79236608-48
NR43465--MA0740.1.KLF14	chr3	146039642	146039655	-	0.000	0.000	Merged-chr3-146039588-29
NR12446--MA1107.1.KLF9	chr11	109124573	109124585	+	0.000	0.000	Merged-chr11-109124612-1
NR59736--MA0493.1.Klf1	chr7	81454606	81454616	+	0.000	0.000	Merged-chr7-81454544-19
NR8320--MA0493.1.Klf1	chr10	118766025	118766035	-	0.000	0.000	Merged-chr10-118766153-45
NR31221--MA0599.1.KLF5	chr18	61481724	61481733	+	0.000	0.000	Merged-chr18-61481826-14
NR12666--MA0493.1.Klf1	chr11	113537055	113537065	+	0.000	0.000	Merged-chr11-113536889-33
NR10052--MA0493.1.Klf1	chr11	58290595	58290605	+	0.000	0.000	Merged-chr11-58290425-28
NR8212--MA1107.1.KLF9	chr10	117784738	117784750	+	0.000	0.000	Merged-chr10-117784888-21
NR46695--MA1107.1.KLF9	chr4	129008766	129008778	+	0.000	0.000	Merged-chr4-129008820-34
NR4939--MA0740.1.KLF14	chr10	7212241	7212254	-	0.000	0.000	Merged-chr10-7212223-140
NR22119--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR10643--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR11132--MA0039.3.KLF4	chr11	82424778	82424788	-	0.000	0.000	Merged-chr11-82424845-7
NR12899--MA0493.1.Klf1	chr11	116643516	116643526	+	0.000	0.000	Merged-chr11-116643471-18
NR66169--MA0039.3.KLF4	chr9	43242635	43242645	+	0.000	0.000	Merged-chr9-43242516-24
NR29859--MA0039.3.KLF4	chr17	84368866	84368876	-	0.000	0.000	Merged-chr17-84368765-10
NR28914--MA0599.1.KLF5	chr17	56023591	56023600	-	0.000	0.000	Merged-chr17-56023630-14
NR55883--MA0599.1.KLF5	chr6	120934470	120934479	-	0.000	0.000	Merged-chr6-120934426-25
NR63856--MA0742.1.Klf12	chr8	84811132	84811146	-	0.000	0.000	Merged-chr8-84811046-12
NR54219--MA0657.1.KLF13	chr6	53709830	53709847	-	0.000	0.000	Merged-chr6-53709881-31
NR16005--MA0493.1.Klf1	chr12	117553351	117553361	-	0.000	0.000	Merged-chr12-117553468-60
NR68802--MA0493.1.Klf1	chr9	114978272	114978282	-	0.000	0.000	Merged-chr9-114978138-2
NR49514--MA0599.1.KLF5	chr5	63943576	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR18230--MA0599.1.KLF5	chr13	98684443	98684452	+	0.000	0.000	Merged-chr13-98684546-11
NR12812--MA0741.1.KLF16	chr11	115747600	115747610	-	0.000	0.000	Merged-chr11-115747608-16
NR20863--MA0741.1.KLF16	chr14	74918663	74918673	+	0.000	0.000	Merged-chr14-74918775-39
NR60213--MA0493.1.Klf1	chr7	100700070	100700080	-	0.000	0.000	Merged-chr7-100699955-31
NR26604--MA0493.1.Klf1	chr16	94067872	94067882	-	0.000	0.000	Merged-chr16-94067922-8
NR55895--MA0742.1.Klf12	chr6	121110155	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR65120--MA1107.1.KLF9	chr8	122712173	122712185	-	0.000	0.000	Merged-chr8-122712057-14
NR8208--MA1107.1.KLF9	chr10	117784730	117784742	+	0.000	0.000	Merged-chr10-117784888-21
NR27451--MA0741.1.KLF16	chr17	24084757	24084767	+	0.000	0.000	Merged-chr17-24084802-20
NR5638--MA0599.1.KLF5	chr10	42699263	42699272	+	0.000	0.000	Merged-chr10-42699170-35
NR69562--MA0741.1.KLF16	chrX	11807625	11807635	-	0.000	0.000	Merged-chrX-11807540-17
NR11696--MA0740.1.KLF14	chr11	96859827	96859840	+	0.000	0.000	Merged-chr11-96859766-18
NR31682--MA0493.1.Klf1	chr18	74294917	74294927	+	0.000	0.000	Merged-chr18-74294799-40
NR45632--MA0741.1.KLF16	chr4	95449024	95449034	-	0.000	0.000	Merged-chr4-95449018-19
NR61463--MA0740.1.KLF14	chr7	130812683	130812696	-	0.000	0.000	Merged-chr7-130812664-20
NR44458--MA0741.1.KLF16	chr4	41098249	41098259	-	0.000	0.000	Merged-chr4-41098181-38
NR67329--MA0741.1.KLF16	chr9	77939192	77939202	+	0.000	0.000	Merged-chr9-77938986-43
NR57803--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR55888--MA0599.1.KLF5	chr6	121017549	121017558	-	0.000	0.000	Merged-chr6-121017523-33
NR53935--MA0740.1.KLF14	chr6	47621483	47621496	+	0.000	0.000	Merged-chr6-47621326-39
NR59116--MA0741.1.KLF16	chr7	49121348	49121358	+	0.000	0.000	Merged-chr7-49121386-30
NR13554--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR24367--MA0599.1.KLF5	chr15	99652669	99652678	-	0.000	0.000	Merged-chr15-99652729-6
NR35786--MA0741.1.KLF16	chr2	57102549	57102559	-	0.000	0.000	Merged-chr2-57102684-19
NR28890--MA0741.1.KLF16	chr17	52602274	52602284	+	0.000	0.000	Merged-chr17-52602412-35
NR30247--MA0742.1.Klf12	chr18	3933943	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR12908--MA1107.1.KLF9	chr11	116688045	116688057	-	0.000	0.000	Merged-chr11-116688042-60
NR33415--MA0599.1.KLF5	chr19	36384695	36384704	+	0.000	0.000	Merged-chr19-36384536-37
NR59566--MA1107.1.KLF9	chr7	75914147	75914159	-	0.000	0.000	Merged-chr7-75914112-33
NR65125--MA1107.1.KLF9	chr8	122712183	122712195	-	0.000	0.000	Merged-chr8-122712057-14
NR27165--MA0039.3.KLF4	chr17	12715317	12715327	+	0.000	0.000	Merged-chr17-12715294-20
NR12903--MA0039.3.KLF4	chr11	116688045	116688055	-	0.000	0.000	Merged-chr11-116688042-60
NR63618--MA0599.1.KLF5	chr8	77376595	77376604	+	0.000	0.000	Merged-chr8-77376569-21
NR55784--MA1107.1.KLF9	chr6	119451004	119451016	+	0.000	0.000	Merged-chr6-119451010-23
NR41161--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR29122--MA0493.1.Klf1	chr17	63405677	63405687	+	0.000	0.000	Merged-chr17-63405591-44
NR19423--MA0493.1.Klf1	chr14	12243814	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR67037--MA0741.1.KLF16	chr9	69073443	69073453	-	0.000	0.000	Merged-chr9-69073494-25
NR17015--MA0493.1.Klf1	chr13	52800950	52800960	+	0.000	0.000	Merged-chr13-52800951-49
NR27063--MA0741.1.KLF16	chr17	8306075	8306085	+	0.000	0.000	Merged-chr17-8305975-23
NR25232--MA1107.1.KLF9	chr16	24704419	24704431	-	0.000	0.000	Merged-chr16-24704460-26
NR18728--MA0741.1.KLF16	chr13	108170105	108170115	+	0.000	0.000	Merged-chr13-108170237-20
NR65116--MA0039.3.KLF4	chr8	122712169	122712179	-	0.000	0.000	Merged-chr8-122712057-14
NR29485--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR19776--MA0039.3.KLF4	chr14	32716955	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR35983--MA0741.1.KLF16	chr2	61755186	61755196	+	0.000	0.000	Merged-chr2-61755182-23
NR19768--MA0740.1.KLF14	chr14	32388448	32388461	-	0.000	0.000	Merged-chr14-32388438-6
NR66510--MA0741.1.KLF16	chr9	55283731	55283741	+	0.000	0.000	Merged-chr9-55283833-16
NR46030--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR59115--MA0493.1.Klf1	chr7	49121347	49121357	+	0.000	0.000	Merged-chr7-49121386-30
NR11305--MA0599.1.KLF5	chr11	87817281	87817290	+	0.000	0.000	Merged-chr11-87817234-11
NR55333--MA0493.1.Klf1	chr6	108338393	108338403	-	0.000	0.000	Merged-chr6-108338556-41
NR22100--MA0741.1.KLF16	chr15	25414020	25414030	+	0.000	0.000	Merged-chr15-25413790-40
NR34531--MA1107.1.KLF9	chr2	9792594	9792606	-	0.000	0.000	Merged-chr2-9792573-15
NR29489--MA1107.1.KLF9	chr17	74865012	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR2884--MA0599.1.KLF5	chr1	155647088	155647097	+	0.000	0.000	Merged-chr1-155646912-20
NR28805--MA0741.1.KLF16	chr17	50025422	50025432	+	0.000	0.000	Merged-chr17-50025514-42
NR29484--MA0039.3.KLF4	chr17	74865012	74865022	-	0.000	0.000	Merged-chr17-74864979-18
NR59128--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR34519--MA0599.1.KLF5	chr2	8871604	8871613	-	0.000	0.000	Merged-chr2-8871484-19
NR14033--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR15575--MA0599.1.KLF5	chr12	109446608	109446617	+	0.000	0.000	Merged-chr12-109446341-43
NR10331--MA0493.1.Klf1	chr11	66961629	66961639	+	0.000	0.000	Merged-chr11-66961666-9
NR47828--MA0599.1.KLF5	chr4	148102257	148102266	+	0.000	0.000	Merged-chr4-148102321-24
NR20062--MA0599.1.KLF5	chr14	51984695	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR14043--MA0741.1.KLF16	chr12	52383145	52383155	-	0.000	0.000	Merged-chr12-52383146-23
NR65175--MA1107.1.KLF9	chr8	123163083	123163095	+	0.000	0.000	Merged-chr8-123163099-40
NR879--MA1107.1.KLF9	chr1	60017018	60017030	+	0.000	0.000	Merged-chr1-60017133-4
NR49448--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR53744--MA1107.1.KLF9	chr6	33683797	33683809	-	0.000	0.000	Merged-chr6-33683719-46
NR68879--MA1107.1.KLF9	chr9	116243760	116243772	-	0.000	0.000	Merged-chr9-116243832-57
NR66287--MA0742.1.Klf12	chr9	45847205	45847219	+	0.000	0.000	Merged-chr9-45847286-6
NR43579--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR63855--MA0740.1.KLF14	chr8	84811133	84811146	-	0.000	0.000	Merged-chr8-84811046-12
NR35715--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR35984--MA1107.1.KLF9	chr2	61755185	61755197	+	0.000	0.000	Merged-chr2-61755182-23
NR46313--MA0599.1.KLF5	chr4	118260693	118260702	+	0.000	0.000	Merged-chr4-118260858-21
NR23294--MA0741.1.KLF16	chr15	78502840	78502850	+	0.000	0.000	Merged-chr15-78502753-19
NR14029--MA0599.1.KLF5	chr12	52383032	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR37107--MA0039.3.KLF4	chr2	114153383	114153393	-	0.000	0.000	Merged-chr2-114153480-37
NR14707--MA0741.1.KLF16	chr12	84934200	84934210	-	0.000	0.000	Merged-chr12-84934066-14
NR10671--MA0742.1.Klf12	chr11	74100913	74100927	-	0.000	0.000	Merged-chr11-74100988-13
NR69414--MA1107.1.KLF9	chr9	124028677	124028689	+	0.000	0.000	Merged-chr9-124028680-14
NR10801--MA1107.1.KLF9	chr11	76184658	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR59734--MA0599.1.KLF5	chr7	81454607	81454616	+	0.000	0.000	Merged-chr7-81454544-19
NR29858--MA0599.1.KLF5	chr17	84368868	84368877	-	0.000	0.000	Merged-chr17-84368765-10
NR66863--MA0741.1.KLF16	chr9	65003982	65003992	+	0.000	0.000	Merged-chr9-65004115-12
NR2897--MA1107.1.KLF9	chr1	156217437	156217449	-	0.000	0.000	Merged-chr1-156217514-18
NR29736--MA1107.1.KLF9	chr17	83158740	83158752	+	0.000	0.000	Merged-chr17-83158899-1
NR55068--MA0741.1.KLF16	chr6	97300923	97300933	-	0.000	0.000	Merged-chr6-97300820-20
NR58445--MA0741.1.KLF16	chr7	28451967	28451977	+	0.000	0.000	Merged-chr7-28452002-19
NR38788--MA0039.3.KLF4	chr2	158105824	158105834	-	0.000	0.000	Merged-chr2-158105775-9
NR59948--MA1107.1.KLF9	chr7	92420557	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR48509--MA0741.1.KLF16	chr5	4912183	4912193	-	0.000	0.000	Merged-chr5-4912133-29
NR14046--MA1107.1.KLF9	chr12	52383146	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR55827--MA0599.1.KLF5	chr6	120206738	120206747	+	0.000	0.000	Merged-chr6-120206801-39
NR59873--MA0599.1.KLF5	chr7	90409949	90409958	-	0.000	0.000	Merged-chr7-90410085-21
NR62595--MA0039.3.KLF4	chr8	25149324	25149334	+	0.000	0.000	Merged-chr8-25149287-19
NR13968--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR18513--MA1107.1.KLF9	chr13	102284448	102284460	+	0.000	0.000	Merged-chr13-102284441-1
NR49449--MA0657.1.KLF13	chr5	53605576	53605593	-	0.000	0.000	Merged-chr5-53605625-25
NR35891--MA0493.1.Klf1	chr2	60375320	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR28682--MA1107.1.KLF9	chr17	47171165	47171177	-	0.000	0.000	Merged-chr17-47171280-54
NR38565--MA0740.1.KLF14	chr2	153292440	153292453	+	0.000	0.000	Merged-chr2-153292567-49
NR2903--MA0599.1.KLF5	chr1	156217567	156217576	-	0.000	0.000	Merged-chr1-156217514-18
NR35978--MA0657.1.KLF13	chr2	61755184	61755201	+	0.000	0.000	Merged-chr2-61755182-23
NR12444--MA1107.1.KLF9	chr11	109124569	109124581	+	0.000	0.000	Merged-chr11-109124612-1
NR8196--MA0039.3.KLF4	chr10	117651214	117651224	-	0.000	0.000	Merged-chr10-117651194-26
NR47506--MA0493.1.Klf1	chr4	141766461	141766471	-	0.000	0.000	Merged-chr4-141766554-24
NR39798--MA1107.1.KLF9	chr2	178675722	178675734	+	0.000	0.000	Merged-chr2-178675729-5
NR46693--MA1107.1.KLF9	chr4	129008762	129008774	+	0.000	0.000	Merged-chr4-129008820-34
NR19039--MA1107.1.KLF9	chr13	113023847	113023859	-	0.000	0.000	Merged-chr13-113023939-34
NR41594--MA0599.1.KLF5	chr3	96181257	96181266	+	0.000	0.000	Merged-chr3-96181202-20
NR29857--MA0742.1.Klf12	chr17	84368864	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR33416--MA0741.1.KLF16	chr19	36384695	36384705	+	0.000	0.000	Merged-chr19-36384536-37
NR45362--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR13553--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR37624--MA0599.1.KLF5	chr2	128092269	128092278	+	0.000	0.000	Merged-chr2-128092262-29
NR67186--MA0741.1.KLF16	chr9	72660394	72660404	+	0.000	0.000	Merged-chr9-72660303-37
NR12668--MA1107.1.KLF9	chr11	113537055	113537067	+	0.000	0.000	Merged-chr11-113536889-33
NR28889--MA0493.1.Klf1	chr17	52602273	52602283	+	0.000	0.000	Merged-chr17-52602412-35
NR10054--MA1107.1.KLF9	chr11	58290595	58290607	+	0.000	0.000	Merged-chr11-58290425-28
NR67836--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR34497--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR27164--MA0599.1.KLF5	chr17	12715316	12715325	+	0.000	0.000	Merged-chr17-12715294-20
NR12902--MA0599.1.KLF5	chr11	116688053	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR23597--MA0599.1.KLF5	chr15	83009224	83009233	-	0.000	0.000	Merged-chr15-83009288-27
NR57225--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR41160--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR51713--MA1107.1.KLF9	chr5	129190327	129190339	+	0.000	0.000	Merged-chr5-129190300-30
NR10287--MA0741.1.KLF16	chr11	64086122	64086132	+	0.000	0.000	Merged-chr11-64086070-15
NR69498--MA0741.1.KLF16	chrX	7586646	7586656	-	0.000	0.000	Merged-chrX-7586610-10
NR27061--MA0599.1.KLF5	chr17	8306075	8306084	+	0.000	0.000	Merged-chr17-8305975-23
NR19770--MA0599.1.KLF5	chr14	32388451	32388460	-	0.000	0.000	Merged-chr14-32388438-6
NR66862--MA0493.1.Klf1	chr9	65003981	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR16007--MA1107.1.KLF9	chr12	117553354	117553366	-	0.000	0.000	Merged-chr12-117553468-60
NR16849--MA0741.1.KLF16	chr13	45885146	45885156	+	0.000	0.000	Merged-chr13-45885080-29
NR22927--MA1107.1.KLF9	chr15	66994527	66994539	-	0.000	0.000	Merged-chr15-66994727-12
NR60215--MA1107.1.KLF9	chr7	100700068	100700080	-	0.000	0.000	Merged-chr7-100699955-31
NR25632--MA0039.3.KLF4	chr16	45261509	45261519	+	0.000	0.000	Merged-chr16-45261551-46
NR37846--MA0740.1.KLF14	chr2	132669325	132669338	+	0.000	0.000	Merged-chr2-132669439-31
NR36211--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR8318--MA1107.1.KLF9	chr10	118633633	118633645	+	0.000	0.000	Merged-chr10-118633664-46
NR35784--MA0741.1.KLF16	chr2	57102547	57102557	-	0.000	0.000	Merged-chr2-57102684-19
NR37526--MA0599.1.KLF5	chr2	125014924	125014933	-	0.000	0.000	Merged-chr2-125015027-17
NR53263--MA0599.1.KLF5	chr5	150840383	150840392	+	0.000	0.000	Merged-chr5-150840546-64
NR7358--MA1107.1.KLF9	chr10	89765927	89765939	-	0.000	0.000	Merged-chr10-89765992-47
NR54786--MA1107.1.KLF9	chr6	86645288	86645300	-	0.000	0.000	Merged-chr6-86645182-42
NR70175--MA0599.1.KLF5	chrX	113298101	113298110	+	0.000	0.000	Merged-chrX-113298172-75
NR33865--MA0599.1.KLF5	chr19	47755818	47755827	+	0.000	0.000	Merged-chr19-47755810-9
NR19775--MA0599.1.KLF5	chr14	32716954	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR46028--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR874--MA0742.1.Klf12	chr1	60017018	60017032	+	0.000	0.000	Merged-chr1-60017133-4
NR5644--MA1107.1.KLF9	chr10	42699262	42699274	+	0.000	0.000	Merged-chr10-42699170-35
NR14431--MA0740.1.KLF14	chr12	73876643	73876656	+	0.000	0.000	Merged-chr12-73876720-26
NR15817--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR29483--MA0599.1.KLF5	chr17	74865014	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR15747--MA0599.1.KLF5	chr12	111914281	111914290	-	0.000	0.000	Merged-chr12-111914227-24
NR64753--MA0741.1.KLF16	chr8	116645534	116645544	-	0.000	0.000	Merged-chr8-116645599-31
NR23419--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR62597--MA0741.1.KLF16	chr8	25149323	25149333	+	0.000	0.000	Merged-chr8-25149287-19
NR45259--MA0039.3.KLF4	chr4	63636225	63636235	-	0.000	0.000	Merged-chr4-63636346-15
NR19617--MA0039.3.KLF4	chr14	25768329	25768339	+	0.000	0.000	Merged-chr14-25768243-1
NR67093--MA0740.1.KLF14	chr9	70484978	70484991	+	0.000	0.000	Merged-chr9-70485119-27
NR11833--MA0741.1.KLF16	chr11	98053464	98053474	+	0.000	0.000	Merged-chr11-98053395-1
NR41980--MA0599.1.KLF5	chr3	104968046	104968055	-	0.000	0.000	Merged-chr3-104968115-29
NR63531--MA0599.1.KLF5	chr8	72285418	72285427	+	0.000	0.000	Merged-chr8-72285397-19
NR878--MA0741.1.KLF16	chr1	60017019	60017029	+	0.000	0.000	Merged-chr1-60017133-4
NR31165--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR22096--MA0599.1.KLF5	chr15	25413775	25413784	+	0.000	0.000	Merged-chr15-25413790-40
NR37847--MA0657.1.KLF13	chr2	132669324	132669341	+	0.000	0.000	Merged-chr2-132669439-31
NR35913--MA0742.1.Klf12	chr2	60828754	60828768	+	0.000	0.000	Merged-chr2-60828859-27
NR43578--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR64822--MA0493.1.Klf1	chr8	117866245	117866255	-	0.000	0.000	Merged-chr8-117866396-8
NR8200--MA0741.1.KLF16	chr10	117660138	117660148	-	0.000	0.000	Merged-chr10-117659981-30
NR67424--MA1107.1.KLF9	chr9	80313843	80313855	-	0.000	0.000	Merged-chr9-80313733-27
NR35915--MA0493.1.Klf1	chr2	60828754	60828764	+	0.000	0.000	Merged-chr2-60828859-27
NR31044--MA0742.1.Klf12	chr18	55161682	55161696	-	0.000	0.000	Merged-chr18-55161771-19
NR66572--MA0493.1.Klf1	chr9	57346483	57346493	-	0.000	0.000	Merged-chr9-57346292-13
NR35789--MA0741.1.KLF16	chr2	57102552	57102562	-	0.000	0.000	Merged-chr2-57102684-19
NR58153--MA0493.1.Klf1	chr7	24481950	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR59117--MA1107.1.KLF9	chr7	49121347	49121359	+	0.000	0.000	Merged-chr7-49121386-30
NR66370--MA1107.1.KLF9	chr9	50414244	50414256	-	0.000	0.000	Merged-chr9-50414250-13
NR55335--MA1107.1.KLF9	chr6	108338414	108338426	-	0.000	0.000	Merged-chr6-108338556-41
NR34987--MA0599.1.KLF5	chr2	27432662	27432671	+	0.000	0.000	Merged-chr2-27432813-10
NR4941--MA0599.1.KLF5	chr10	7212249	7212258	-	0.000	0.000	Merged-chr10-7212223-140
NR20064--MA0741.1.KLF16	chr14	51984943	51984953	+	0.000	0.000	Merged-chr14-51984849-36
NR45542--MA1107.1.KLF9	chr4	89359537	89359549	-	0.000	0.000	Merged-chr4-89359690-21
NR58152--MA0039.3.KLF4	chr7	24481952	24481962	+	0.000	0.000	Merged-chr7-24481860-36
NR35668--MA0742.1.Klf12	chr2	49846311	49846325	+	0.000	0.000	Merged-chr2-49846316-44
NR67094--MA0657.1.KLF13	chr9	70484977	70484994	+	0.000	0.000	Merged-chr9-70485119-27
NR10333--MA1107.1.KLF9	chr11	66961629	66961641	+	0.000	0.000	Merged-chr11-66961666-9
NR65164--MA1107.1.KLF9	chr8	123163061	123163073	+	0.000	0.000	Merged-chr8-123163099-40
NR16845--MA0039.3.KLF4	chr13	45885061	45885071	+	0.000	0.000	Merged-chr13-45885080-29
NR25211--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR63858--MA0493.1.Klf1	chr8	84811136	84811146	-	0.000	0.000	Merged-chr8-84811046-12
NR66568--MA0493.1.Klf1	chr9	57346115	57346125	-	0.000	0.000	Merged-chr9-57346292-13
NR61459--MA0493.1.Klf1	chr7	130369645	130369655	+	0.000	0.000	Merged-chr7-130369779-7
NR69954--MA0493.1.Klf1	chrX	75155779	75155789	-	0.000	0.000	Merged-chrX-75155761-15
NR24370--MA0741.1.KLF16	chr15	99652668	99652678	-	0.000	0.000	Merged-chr15-99652729-6
NR4943--MA0740.1.KLF14	chr10	7212273	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR55900--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR35849--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR8195--MA0599.1.KLF5	chr10	117651216	117651225	-	0.000	0.000	Merged-chr10-117651194-26
NR37525--MA0740.1.KLF14	chr2	125014921	125014934	-	0.000	0.000	Merged-chr2-125015027-17
NR31166--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR10673--MA0039.3.KLF4	chr11	74100915	74100925	-	0.000	0.000	Merged-chr11-74100988-13
NR15649--MA0493.1.Klf1	chr12	110454256	110454266	-	0.000	0.000	Merged-chr12-110454424-31
NR28913--MA0742.1.Klf12	chr17	56023587	56023601	-	0.000	0.000	Merged-chr17-56023630-14
NR62910--MA0742.1.Klf12	chr8	46654713	46654727	+	0.000	0.000	Merged-chr8-46654782-26
NR65146--MA0039.3.KLF4	chr8	122917784	122917794	+	0.000	0.000	Merged-chr8-122917932-59
