#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_up.bed
NR14872--MA0501.1.MAF::NFE2	chrX	53607945	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR2029--MA0501.1.MAF::NFE2	chr10	120386177	120386191	+	0.000	0.000	Merged-chr10-120386079-1
NR11836--MA0089.1.MAFG::NFE2L1	chr6	67489080	67489085	-	0.000	0.000	Merged-chr6-67488899-31
NR5504--MA0117.2.Mafb	chr16	10683551	10683562	+	0.000	0.000	Merged-chr16-10683625-55
NR392--MA0089.1.MAFG::NFE2L1	chr1	82973416	82973421	-	0.000	0.000	Merged-chr1-82973536-4
NR7045--MA0501.1.MAF::NFE2	chr18	79284460	79284474	+	0.000	0.000	Merged-chr18-79284521-10
NR6590--MA0591.1.Bach1::Mafk	chr17	86134669	86134683	-	0.000	0.000	Merged-chr17-86134763-8
NR9839--MA0501.1.MAF::NFE2	chr4	32405326	32405340	-	0.000	0.000	Merged-chr4-32405236-4
NR2809--MA0089.1.MAFG::NFE2L1	chr11	117666743	117666748	-	0.000	0.000	Merged-chr11-117666670-15
NR14868--MA0495.2.MAFF	chrX	53607939	53607959	-	0.000	0.000	Merged-chrX-53607978-28
NR14231--MA0089.1.MAFG::NFE2L1	chr9	40699108	40699113	+	0.000	0.000	Merged-chr9-40699193-9
NR1464--MA0089.1.MAFG::NFE2L1	chr10	39170486	39170491	+	0.000	0.000	Merged-chr10-39170391-11
NR2313--MA0591.1.Bach1::Mafk	chr11	43362490	43362504	-	0.000	0.000	Merged-chr11-43362318-2
NR9036--MA0501.1.MAF::NFE2	chr3	69274873	69274887	-	0.000	0.000	Merged-chr3-69274909-13
NR383--MA0501.1.MAF::NFE2	chr1	82429278	82429292	-	0.000	0.000	Merged-chr1-82429225-23
NR3667--MA0496.2.MAFK	chr13	32825850	32825868	+	0.000	0.000	Merged-chr13-32825780-3
NR12699--MA0117.2.Mafb	chr7	49392350	49392361	-	0.000	0.000	Merged-chr7-49392450-14
NR732--MA0659.1.MAFG	chr1	133146148	133146168	-	0.000	0.000	Merged-chr1-133146237-29
NR5995--MA0495.2.MAFF	chr16	89974505	89974525	-	0.000	0.000	Merged-chr16-89974505-28
NR14715--MA0501.1.MAF::NFE2	chr9	116283898	116283912	-	0.000	0.000	Merged-chr9-116283998-37
NR8799--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR12032--MA0117.2.Mafb	chr6	100479634	100479645	+	0.000	0.000	Merged-chr6-100479761-33
NR4240--MA0659.1.MAFG	chr13	113418359	113418379	+	0.000	0.000	Merged-chr13-113418245-6
NR5867--MA0117.2.Mafb	chr16	65351348	65351359	+	0.000	0.000	Merged-chr16-65351191-13
NR965--MA0659.1.MAFG	chr1	165075728	165075748	+	0.000	0.000	Merged-chr1-165075837-38
NR12676--MA0089.1.MAFG::NFE2L1	chr7	44485772	44485777	+	0.000	0.000	Merged-chr7-44485840-1
NR11806--MA0591.1.Bach1::Mafk	chr6	65569979	65569993	-	0.000	0.000	Merged-chr6-65569933-17
NR1852--MA0591.1.Bach1::Mafk	chr10	93422127	93422141	-	0.000	0.000	Merged-chr10-93422130-9
NR9112--MA0659.1.MAFG	chr3	84732098	84732118	+	0.000	0.000	Merged-chr3-84732134-27
NR14869--MA0591.1.Bach1::Mafk	chrX	53607942	53607956	+	0.000	0.000	Merged-chrX-53607978-28
NR12496--MA0495.2.MAFF	chr6	145993221	145993241	+	0.000	0.000	Merged-chr6-145993129-56
NR14546--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR1779--MA0089.1.MAFG::NFE2L1	chr10	85359481	85359486	+	0.000	0.000	Merged-chr10-85359625-39
NR6146--MA0089.1.MAFG::NFE2L1	chr17	8469004	8469009	+	0.000	0.000	Merged-chr17-8468908-29
NR726--MA0495.2.MAFF	chr1	133146148	133146168	+	0.000	0.000	Merged-chr1-133146237-29
NR7009--MA0591.1.Bach1::Mafk	chr18	75304852	75304866	-	0.000	0.000	Merged-chr18-75304696-39
NR15078--MA0117.2.Mafb	chrX	159772267	159772278	+	0.000	0.000	Merged-chrX-159772302-20
NR632--MA0495.2.MAFF	chr1	119469663	119469683	-	0.000	0.000	Merged-chr1-119469584-5
NR2680--MA0089.1.MAFG::NFE2L1	chr11	100819836	100819841	-	0.000	0.000	Merged-chr11-100819844-5
NR12950--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR634--MA0659.1.MAFG	chr1	119469663	119469683	-	0.000	0.000	Merged-chr1-119469584-5
NR12811--MA0501.1.MAF::NFE2	chr7	73517593	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR3489--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR11990--MA0117.2.Mafb	chr6	95515634	95515645	-	0.000	0.000	Merged-chr6-95515480-1
NR8595--MA0089.1.MAFG::NFE2L1	chr2	164081815	164081820	-	0.000	0.000	Merged-chr2-164081803-8
NR5896--MA0089.1.MAFG::NFE2L1	chr16	71114788	71114793	+	0.000	0.000	Merged-chr16-71114794-1
NR6852--MA0496.2.MAFK	chr18	55184456	55184474	+	0.000	0.000	Merged-chr18-55184641-11
NR5635--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR535--MA0501.1.MAF::NFE2	chr1	97764136	97764150	-	0.000	0.000	Merged-chr1-97764346-16
NR8116--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR4151--MA0659.1.MAFG	chr13	108498728	108498748	-	0.000	0.000	Merged-chr13-108498755-24
NR3144--MA0591.1.Bach1::Mafk	chr12	79502032	79502046	+	0.000	0.000	Merged-chr12-79502114-6
NR12079--MA0591.1.Bach1::Mafk	chr6	108895319	108895333	+	0.000	0.000	Merged-chr6-108895381-27
NR2231--MA0591.1.Bach1::Mafk	chr11	20565263	20565277	+	0.000	0.000	Merged-chr11-20565128-32
NR728--MA0117.2.Mafb	chr1	133146148	133146159	+	0.000	0.000	Merged-chr1-133146237-29
NR2790--MA0591.1.Bach1::Mafk	chr11	115660530	115660544	+	0.000	0.000	Merged-chr11-115660651-9
NR4006--MA0495.2.MAFF	chr13	90101751	90101771	-	0.000	0.000	Merged-chr13-90101603-11
NR2508--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR5557--MA0495.2.MAFF	chr16	22661302	22661322	-	0.000	0.000	Merged-chr16-22661270-2
NR11715--MA0496.2.MAFK	chr6	52825669	52825687	+	0.000	0.000	Merged-chr6-52825813-18
NR4658--MA0591.1.Bach1::Mafk	chr14	63681669	63681683	+	0.000	0.000	Merged-chr14-63681701-9
NR3126--MA0496.2.MAFK	chr12	76052066	76052084	-	0.000	0.000	Merged-chr12-76052186-4
NR12752--MA0501.1.MAF::NFE2	chr7	58148188	58148202	+	0.000	0.000	Merged-chr7-58147990-20
NR5920--MA0501.1.MAF::NFE2	chr16	76409429	76409443	-	0.000	0.000	Merged-chr16-76409543-10
NR248--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR1171--MA0089.1.MAFG::NFE2L1	chr1	185217935	185217940	+	0.000	0.000	Merged-chr1-185218106-25
NR7779--MA0089.1.MAFG::NFE2L1	chr2	59997949	59997954	+	0.000	0.000	Merged-chr2-59997998-11
NR7288--MA0089.1.MAFG::NFE2L1	chr19	29261902	29261907	+	0.000	0.000	Merged-chr19-29261826-30
NR10146--MA0591.1.Bach1::Mafk	chr4	100095990	100096004	-	0.000	0.000	Merged-chr4-100096138-68
NR8795--MA0089.1.MAFG::NFE2L1	chr3	10466041	10466046	+	0.000	0.000	Merged-chr3-10466039-18
NR3733--MA0659.1.MAFG	chr13	44260146	44260166	+	0.000	0.000	Merged-chr13-44260111-9
NR1412--MA0496.2.MAFK	chr10	25140547	25140565	+	0.000	0.000	Merged-chr10-25140477-16
NR2703--MA0089.1.MAFG::NFE2L1	chr11	103808856	103808861	+	0.000	0.000	Merged-chr11-103808730-15
NR1473--MA0089.1.MAFG::NFE2L1	chr10	39430564	39430569	+	0.000	0.000	Merged-chr10-39430541-24
NR3740--MA0495.2.MAFF	chr13	44420069	44420089	-	0.000	0.000	Merged-chr13-44420007-1
NR5590--MA0117.2.Mafb	chr16	24953197	24953208	-	0.000	0.000	Merged-chr16-24953085-11
NR14471--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR6774--MA0117.2.Mafb	chr18	36700601	36700612	+	0.000	0.000	Merged-chr18-36700596-10
NR9806--MA0501.1.MAF::NFE2	chr4	19311162	19311176	+	0.000	0.000	Merged-chr4-19311302-15
NR6748--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR12076--MA0495.2.MAFF	chr6	108895316	108895336	-	0.000	0.000	Merged-chr6-108895381-27
NR2254--MA0591.1.Bach1::Mafk	chr11	23570309	23570323	-	0.000	0.000	Merged-chr11-23570355-13
NR735--MA0496.2.MAFK	chr1	133146149	133146167	+	0.000	0.000	Merged-chr1-133146237-29
NR13437--MA0501.1.MAF::NFE2	chr8	18768246	18768260	-	0.000	0.000	Merged-chr8-18768213-14
NR11662--MA0591.1.Bach1::Mafk	chr6	37723511	37723525	+	0.000	0.000	Merged-chr6-37723494-25
NR2898--MA0591.1.Bach1::Mafk	chr12	21467967	21467981	+	0.000	0.000	Merged-chr12-21468092-6
NR14596--MA0495.2.MAFF	chr9	102587546	102587566	-	0.000	0.000	Merged-chr9-102587549-11
NR3297--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR8618--MA0089.1.MAFG::NFE2L1	chr2	167967795	167967800	-	0.000	0.000	Merged-chr2-167967809-5
NR11930--MA0089.1.MAFG::NFE2L1	chr6	85029842	85029847	-	0.000	0.000	Merged-chr6-85029852-8
NR13166--MA0495.2.MAFF	chr7	123327112	123327132	-	0.000	0.000	Merged-chr7-123327122-14
NR3724--MA0117.2.Mafb	chr13	43555048	43555059	-	0.000	0.000	Merged-chr13-43555011-40
NR7979--MA0089.1.MAFG::NFE2L1	chr2	90560139	90560144	+	0.000	0.000	Merged-chr2-90560115-12
NR12066--MA0501.1.MAF::NFE2	chr6	108314253	108314267	+	0.000	0.000	Merged-chr6-108314157-48
NR14121--MA0496.2.MAFK	chr9	14248438	14248456	-	0.000	0.000	Merged-chr9-14248366-20
NR4446--MA0591.1.Bach1::Mafk	chr14	30273210	30273224	+	0.000	0.000	Merged-chr14-30273182-14
NR9115--MA0496.2.MAFK	chr3	84732099	84732117	-	0.000	0.000	Merged-chr3-84732134-27
NR11546--MA0495.2.MAFF	chr6	15726619	15726639	-	0.000	0.000	Merged-chr6-15726718-35
NR3149--MA0496.2.MAFK	chr12	79502030	79502048	-	0.000	0.000	Merged-chr12-79502114-6
NR14374--MA0117.2.Mafb	chr9	66990274	66990285	-	0.000	0.000	Merged-chr9-66990263-13
NR8632--MA0659.1.MAFG	chr2	169396602	169396622	+	0.000	0.000	Merged-chr2-169396513-5
NR15005--MA0089.1.MAFG::NFE2L1	chrX	134566714	134566719	+	0.000	0.000	Merged-chrX-134566845-16
NR3658--MA0089.1.MAFG::NFE2L1	chr13	30154492	30154497	-	0.000	0.000	Merged-chr13-30154580-19
NR9903--MA0496.2.MAFK	chr4	47272967	47272985	+	0.000	0.000	Merged-chr4-47272801-22
NR4963--MA0089.1.MAFG::NFE2L1	chr14	119227905	119227910	-	0.000	0.000	Merged-chr14-119227938-9
NR9312--MA0501.1.MAF::NFE2	chr3	108781691	108781705	-	0.000	0.000	Merged-chr3-108781707-12
NR111--MA0659.1.MAFG	chr1	33454541	33454561	+	0.000	0.000	Merged-chr1-33454547-11
NR6457--MA0089.1.MAFG::NFE2L1	chr17	66074078	66074083	+	0.000	0.000	Merged-chr17-66074199-45
NR15045--MA0501.1.MAF::NFE2	chrX	142883741	142883755	+	0.000	0.000	Merged-chrX-142883855-35
NR5413--MA0089.1.MAFG::NFE2L1	chr15	94235382	94235387	+	0.000	0.000	Merged-chr15-94235397-15
NR12276--MA0591.1.Bach1::Mafk	chr6	128345843	128345857	+	0.000	0.000	Merged-chr6-128345779-18
NR6082--MA0591.1.Bach1::Mafk	chr16	95893617	95893631	+	0.000	0.000	Merged-chr16-95893684-47
NR9908--MA0501.1.MAF::NFE2	chr4	47716211	47716225	-	0.000	0.000	Merged-chr4-47716164-4
NR9254--MA0496.2.MAFK	chr3	100415298	100415316	-	0.000	0.000	Merged-chr3-100415276-1
NR8327--MA0089.1.MAFG::NFE2L1	chr2	132691840	132691845	+	0.000	0.000	Merged-chr2-132691913-20
NR4889--MA0089.1.MAFG::NFE2L1	chr14	103621423	103621428	+	0.000	0.000	Merged-chr14-103621472-32
NR8893--MA0089.1.MAFG::NFE2L1	chr3	41031639	41031644	-	0.000	0.000	Merged-chr3-41031560-12
NR2801--MA0089.1.MAFG::NFE2L1	chr11	117092971	117092976	-	0.000	0.000	Merged-chr11-117092893-43
NR13717--MA0495.2.MAFF	chr8	83131932	83131952	-	0.000	0.000	Merged-chr8-83131891-13
NR14668--MA0089.1.MAFG::NFE2L1	chr9	112174593	112174598	+	0.000	0.000	Merged-chr9-112174843-101
NR4701--MA0501.1.MAF::NFE2	chr14	69813202	69813216	+	0.000	0.000	Merged-chr14-69813335-19
NR7596--MA0591.1.Bach1::Mafk	chr2	31172202	31172216	-	0.000	0.000	Merged-chr2-31172206-22
NR6582--MA0117.2.Mafb	chr17	85982023	85982034	+	0.000	0.000	Merged-chr17-85982062-9
NR9105--MA0501.1.MAF::NFE2	chr3	84595297	84595311	-	0.000	0.000	Merged-chr3-84595329-34
NR14813--MA0117.2.Mafb	chrX	9243706	9243717	+	0.000	0.000	Merged-chrX-9243541-17
NR11548--MA0117.2.Mafb	chr6	15726619	15726630	+	0.000	0.000	Merged-chr6-15726718-35
NR13220--MA0089.1.MAFG::NFE2L1	chr7	129764607	129764612	-	0.000	0.000	Merged-chr7-129764736-16
NR3152--MA0089.1.MAFG::NFE2L1	chr12	79581808	79581813	+	0.000	0.000	Merged-chr12-79581763-13
NR14294--MA0659.1.MAFG	chr9	48538398	48538418	-	0.000	0.000	Merged-chr9-48538454-59
NR1581--MA0591.1.Bach1::Mafk	chr10	58480253	58480267	-	0.000	0.000	Merged-chr10-58480234-23
NR9241--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR9613--MA0495.2.MAFF	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR14598--MA0591.1.Bach1::Mafk	chr9	102587549	102587563	+	0.000	0.000	Merged-chr9-102587549-11
NR2540--MA0501.1.MAF::NFE2	chr11	75541179	75541193	-	0.000	0.000	Merged-chr11-75541431-19
NR3210--MA0659.1.MAFG	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR8527--MA0089.1.MAFG::NFE2L1	chr2	156970708	156970713	+	0.000	0.000	Merged-chr2-156970494-23
NR12316--MA0659.1.MAFG	chr6	130429677	130429697	+	0.000	0.000	Merged-chr6-130429681-16
NR2646--MA0496.2.MAFK	chr11	96435095	96435113	-	0.000	0.000	Merged-chr11-96435210-8
NR2625--MA0089.1.MAFG::NFE2L1	chr11	90586654	90586659	-	0.000	0.000	Merged-chr11-90586478-10
NR11087--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR11463--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR1771--MA0089.1.MAFG::NFE2L1	chr10	84896036	84896041	+	0.000	0.000	Merged-chr10-84895953-22
NR103--MA0591.1.Bach1::Mafk	chr1	32104206	32104220	+	0.000	0.000	Merged-chr1-32104339-13
NR8614--MA0089.1.MAFG::NFE2L1	chr2	167936102	167936107	+	0.000	0.000	Merged-chr2-167936072-3
NR2509--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR7010--MA0659.1.MAFG	chr18	75304849	75304869	+	0.000	0.000	Merged-chr18-75304696-39
NR1482--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR427--MA0496.2.MAFK	chr1	85250858	85250876	+	0.000	0.000	Merged-chr1-85250842-29
NR3649--MA0659.1.MAFG	chr13	29805496	29805516	+	0.000	0.000	Merged-chr13-29805422-4
NR356--MA0495.2.MAFF	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR5589--MA0496.2.MAFK	chr16	24391326	24391344	-	0.000	0.000	Merged-chr16-24391314-24
NR5511--MA0089.1.MAFG::NFE2L1	chr16	11646904	11646909	-	0.000	0.000	Merged-chr16-11646915-14
NR5262--MA0501.1.MAF::NFE2	chr15	65795872	65795886	-	0.000	0.000	Merged-chr15-65795798-23
NR12533--MA0496.2.MAFK	chr6	148914014	148914032	+	0.000	0.000	Merged-chr6-148914162-22
NR14194--MA0495.2.MAFF	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR8991--MA0089.1.MAFG::NFE2L1	chr3	61344221	61344226	+	0.000	0.000	Merged-chr3-61344207-16
NR9556--MA0089.1.MAFG::NFE2L1	chr3	138992831	138992836	-	0.000	0.000	Merged-chr3-138992913-17
NR358--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR3528--MA0117.2.Mafb	chr13	3782690	3782701	-	0.000	0.000	Merged-chr13-3782702-4
NR13147--MA0501.1.MAF::NFE2	chr7	120063133	120063147	-	0.000	0.000	Merged-chr7-120063262-12
NR14196--MA0659.1.MAFG	chr9	34996151	34996171	+	0.000	0.000	Merged-chr9-34996088-18
NR6944--MA0089.1.MAFG::NFE2L1	chr18	67390124	67390129	+	0.000	0.000	Merged-chr18-67389985-1
NR9403--MA0495.2.MAFF	chr3	121874812	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR5900--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR9768--MA0591.1.Bach1::Mafk	chr4	11016765	11016779	+	0.000	0.000	Merged-chr4-11016850-8
NR834--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR7480--MA0117.2.Mafb	chr2	9997638	9997649	+	0.000	0.000	Merged-chr2-9997770-18
NR1971--MA0089.1.MAFG::NFE2L1	chr10	111924221	111924226	+	0.000	0.000	Merged-chr10-111924366-28
NR10072--MA0495.2.MAFF	chr4	88110178	88110198	-	0.000	0.000	Merged-chr4-88110065-14
NR1579--MA0496.2.MAFK	chr10	58383471	58383489	-	0.000	0.000	Merged-chr10-58383440-43
NR14762--MA0501.1.MAF::NFE2	chr9	119271676	119271690	+	0.000	0.000	Merged-chr9-119271668-22
NR1409--MA0591.1.Bach1::Mafk	chr10	25140549	25140563	-	0.000	0.000	Merged-chr10-25140477-16
NR12315--MA0089.1.MAFG::NFE2L1	chr6	130429671	130429676	-	0.000	0.000	Merged-chr6-130429681-16
NR2255--MA0659.1.MAFG	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR497--MA0659.1.MAFG	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR7878--MA0591.1.Bach1::Mafk	chr2	75964936	75964950	-	0.000	0.000	Merged-chr2-75964949-43
NR14021--MA0591.1.Bach1::Mafk	chr8	126188894	126188908	+	0.000	0.000	Merged-chr8-126188962-13
NR10296--MA0495.2.MAFF	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR14722--MA0496.2.MAFK	chr9	116319685	116319703	-	0.000	0.000	Merged-chr9-116319642-35
NR7597--MA0659.1.MAFG	chr2	31172199	31172219	+	0.000	0.000	Merged-chr2-31172206-22
NR9508--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR3352--MA0495.2.MAFF	chr12	106447410	106447430	+	0.000	0.000	Merged-chr12-106447324-1
NR5943--MA0496.2.MAFK	chr16	77644508	77644526	-	0.000	0.000	Merged-chr16-77644361-24
NR3363--MA0089.1.MAFG::NFE2L1	chr12	107051454	107051459	+	0.000	0.000	Merged-chr12-107051429-24
NR12220--MA0496.2.MAFK	chr6	122447999	122448017	-	0.000	0.000	Merged-chr6-122448134-20
NR1484--MA0501.1.MAF::NFE2	chr10	40688550	40688564	+	0.000	0.000	Merged-chr10-40688620-20
NR9405--MA0117.2.Mafb	chr3	121874821	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR13619--MA0496.2.MAFK	chr8	72324326	72324344	+	0.000	0.000	Merged-chr8-72324323-7
NR3354--MA0659.1.MAFG	chr12	106447410	106447430	+	0.000	0.000	Merged-chr12-106447324-1
NR14605--MA0501.1.MAF::NFE2	chr9	102860135	102860149	-	0.000	0.000	Merged-chr9-102860175-15
NR7516--MA0501.1.MAF::NFE2	chr2	14712053	14712067	+	0.000	0.000	Merged-chr2-14711970-14
NR6513--MA0501.1.MAF::NFE2	chr17	72822139	72822153	+	0.000	0.000	Merged-chr17-72822157-16
NR15012--MA0089.1.MAFG::NFE2L1	chrX	135652326	135652331	+	0.000	0.000	Merged-chrX-135652437-22
NR2068--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR7305--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR7568--MA0501.1.MAF::NFE2	chr2	26753712	26753726	-	0.000	0.000	Merged-chr2-26753671-30
NR7257--MA0591.1.Bach1::Mafk	chr19	21810324	21810338	+	0.000	0.000	Merged-chr19-21810338-13
NR9674--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR4392--MA0089.1.MAFG::NFE2L1	chr14	20938759	20938764	-	0.000	0.000	Merged-chr14-20938813-17
NR5131--MA0089.1.MAFG::NFE2L1	chr15	41429472	41429477	+	0.000	0.000	Merged-chr15-41429607-8
NR3213--MA0496.2.MAFK	chr12	91604328	91604346	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR14289--MA0501.1.MAF::NFE2	chr9	48444050	48444064	-	0.000	0.000	Merged-chr9-48444071-7
NR3187--MA0089.1.MAFG::NFE2L1	chr12	86592686	86592691	+	0.000	0.000	Merged-chr12-86592700-17
NR7474--MA0496.2.MAFK	chr2	9536068	9536086	-	0.000	0.000	Merged-chr2-9536121-12
NR12319--MA0496.2.MAFK	chr6	130429678	130429696	-	0.000	0.000	Merged-chr6-130429681-16
NR1780--MA0089.1.MAFG::NFE2L1	chr10	85359479	85359484	-	0.000	0.000	Merged-chr10-85359625-39
NR2948--MA0591.1.Bach1::Mafk	chr12	34953599	34953613	-	0.000	0.000	Merged-chr12-34953447-1
NR3142--MA0495.2.MAFF	chr12	79502029	79502049	+	0.000	0.000	Merged-chr12-79502114-6
NR14877--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR5924--MA0089.1.MAFG::NFE2L1	chr16	76499912	76499917	+	0.000	0.000	Merged-chr16-76499941-29
NR7013--MA0496.2.MAFK	chr18	75304850	75304868	-	0.000	0.000	Merged-chr18-75304696-39
NR11368--MA0496.2.MAFK	chr5	136550857	136550875	-	0.000	0.000	Merged-chr5-136550897-14
NR10972--MA0591.1.Bach1::Mafk	chr5	72250366	72250380	-	0.000	0.000	Merged-chr5-72250347-10
NR1396--MA0496.2.MAFK	chr10	21659610	21659628	+	0.000	0.000	Merged-chr10-21659696-16
NR9406--MA0591.1.Bach1::Mafk	chr3	121874815	121874829	+	0.000	0.000	Merged-chr3-121874730-10
NR10413--MA0495.2.MAFF	chr4	134483935	134483955	-	0.000	0.000	Merged-chr4-134483836-10
NR13079--MA0501.1.MAF::NFE2	chr7	113241947	113241961	-	0.000	0.000	Merged-chr7-113241990-10
NR1640--MA0117.2.Mafb	chr10	67512433	67512444	+	0.000	0.000	Merged-chr10-67512381-13
NR8058--MA0089.1.MAFG::NFE2L1	chr2	103668157	103668162	-	0.000	0.000	Merged-chr2-103668249-32
NR9446--MA0659.1.MAFG	chr3	126570830	126570850	-	0.000	0.000	Merged-chr3-126570904-20
NR833--MA0089.1.MAFG::NFE2L1	chr1	151698037	151698042	+	0.000	0.000	Merged-chr1-151698105-31
NR4996--MA0089.1.MAFG::NFE2L1	chr14	121879680	121879685	-	0.000	0.000	Merged-chr14-121879691-39
NR11926--MA0501.1.MAF::NFE2	chr6	84559680	84559694	-	0.000	0.000	Merged-chr6-84559723-19
NR408--MA0591.1.Bach1::Mafk	chr1	84881699	84881713	+	0.000	0.000	Merged-chr1-84881698-12
NR3834--MA0501.1.MAF::NFE2	chr13	58206782	58206796	-	0.000	0.000	Merged-chr13-58206802-1
NR11709--MA0495.2.MAFF	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR6087--MA0659.1.MAFG	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR7396--MA0117.2.Mafb	chr19	55383407	55383418	-	0.000	0.000	Merged-chr19-55383240-23
NR410--MA0501.1.MAF::NFE2	chr1	84881745	84881759	-	0.000	0.000	Merged-chr1-84881698-12
NR2624--MA0501.1.MAF::NFE2	chr11	90586478	90586492	-	0.000	0.000	Merged-chr11-90586478-10
NR12481--MA0501.1.MAF::NFE2	chr6	144909752	144909766	-	0.000	0.000	Merged-chr6-144909826-5
NR3932--MA0117.2.Mafb	chr13	75053978	75053989	+	0.000	0.000	Merged-chr13-75053881-13
NR218--MA0501.1.MAF::NFE2	chr1	54279702	54279716	-	0.000	0.000	Merged-chr1-54279813-25
NR1429--MA0501.1.MAF::NFE2	chr10	26564622	26564636	+	0.000	0.000	Merged-chr10-26564649-11
NR10554--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR2258--MA0496.2.MAFK	chr11	23570307	23570325	+	0.000	0.000	Merged-chr11-23570355-13
NR7329--MA0089.1.MAFG::NFE2L1	chr19	40762495	40762500	+	0.000	0.000	Merged-chr19-40762334-20
NR5618--MA0501.1.MAF::NFE2	chr16	30676264	30676278	-	0.000	0.000	Merged-chr16-30676152-12
NR11004--MA0089.1.MAFG::NFE2L1	chr5	86673053	86673058	+	0.000	0.000	Merged-chr5-86673072-6
NR3516--MA0501.1.MAF::NFE2	chr12	119388108	119388122	+	0.000	0.000	Merged-chr12-119388101-32
NR7605--MA0495.2.MAFF	chr2	32181554	32181574	-	0.000	0.000	Merged-chr2-32181600-13
NR1414--MA0501.1.MAF::NFE2	chr10	25457256	25457270	-	0.000	0.000	Merged-chr10-25457296-47
NR8721--MA0089.1.MAFG::NFE2L1	chr2	177398275	177398280	-	0.000	0.000	Merged-chr2-177398378-54
