#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR6560--MA0659.1.MAFG	chr2	168575070	168575090	+	0.000	0.000	Merged-chr2-168575169-53
NR10418--MA0117.2.Mafb	chr9	48562572	48562583	-	0.000	0.000	Merged-chr9-48562670-30
NR9037--MA0089.1.MAFG::NFE2L1	chr6	108895613	108895618	+	0.000	0.000	Merged-chr6-108895381-27
NR4208--MA0496.2.MAFK	chr16	23262324	23262342	-	0.000	0.000	Merged-chr16-23262371-32
NR8210--MA0591.1.Bach1::Mafk	chr5	96824949	96824963	-	0.000	0.000	Merged-chr5-96825060-50
NR7086--MA0117.2.Mafb	chr3	120458094	120458105	+	0.000	0.000	Merged-chr3-120457943-64
NR445--MA0501.1.MAF::NFE2	chr1	106187586	106187600	-	0.000	0.000	Merged-chr1-106187715-26
NR9933--MA0117.2.Mafb	chr8	34208232	34208243	-	0.000	0.000	Merged-chr8-34208072-51
NR4603--MA0495.2.MAFF	chr17	7164181	7164201	-	0.000	0.000	Merged-chr17-7164154-31
NR5999--MA0089.1.MAFG::NFE2L1	chr2	65818662	65818667	-	0.000	0.000	Merged-chr2-65818542-58
NR10702--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR7653--MA0496.2.MAFK	chr4	118078608	118078626	+	0.000	0.000	Merged-chr4-118078644-25
NR5660--MA0501.1.MAF::NFE2	chr2	4669935	4669949	-	0.000	0.000	Merged-chr2-4669816-18
NR8985--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR10220--MA0591.1.Bach1::Mafk	chr8	121898738	121898752	-	0.000	0.000	Merged-chr8-121898554-47
NR8750--MA0501.1.MAF::NFE2	chr6	53704645	53704659	+	0.000	0.000	Merged-chr6-53704558-10
NR8761--MA0496.2.MAFK	chr6	54760018	54760036	-	0.000	0.000	Merged-chr6-54760187-57
NR5908--MA0496.2.MAFK	chr2	44953031	44953049	-	0.000	0.000	Merged-chr2-44953031-31
NR2354--MA0117.2.Mafb	chr12	53032990	53033001	+	0.000	0.000	Merged-chr12-53032976-31
NR4608--MA0496.2.MAFK	chr17	7164182	7164200	-	0.000	0.000	Merged-chr17-7164154-31
NR3523--MA0591.1.Bach1::Mafk	chr14	73170121	73170135	+	0.000	0.000	Merged-chr14-73170198-47
NR9948--MA0089.1.MAFG::NFE2L1	chr8	36123010	36123015	-	0.000	0.000	Merged-chr8-36122935-49
NR10423--MA0495.2.MAFF	chr9	50836272	50836292	-	0.000	0.000	Merged-chr9-50836533-61
NR8211--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR779--MA0501.1.MAF::NFE2	chr1	165075766	165075780	+	0.000	0.000	Merged-chr1-165075837-38
NR6152--MA0089.1.MAFG::NFE2L1	chr2	102733421	102733426	+	0.000	0.000	Merged-chr2-102733347-57
NR10425--MA0659.1.MAFG	chr9	50836272	50836292	-	0.000	0.000	Merged-chr9-50836533-61
NR8022--MA0089.1.MAFG::NFE2L1	chr5	34430819	34430824	-	0.000	0.000	Merged-chr5-34430803-28
NR7874--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR8758--MA0591.1.Bach1::Mafk	chr6	54760020	54760034	+	0.000	0.000	Merged-chr6-54760187-57
NR5901--MA0495.2.MAFF	chr2	44953030	44953050	+	0.000	0.000	Merged-chr2-44953031-31
NR4203--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR3074--MA0117.2.Mafb	chr13	92631188	92631199	-	0.000	0.000	Merged-chr13-92631056-1,Merged-chr13-92631343-15
NR3600--MA0496.2.MAFK	chr14	101470025	101470043	+	0.000	0.000	Merged-chr14-101470106-24
