#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR33781--MA0741.1.KLF16	chr2	68960240	68960250	-	0.000	0.000	Merged-chr2-68960084-49
NR62579--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR67854--MA0741.1.KLF16	chrX	166329047	166329057	-	0.000	0.000	Merged-chrX-166329162-24
NR20240--MA0740.1.KLF14	chr14	118854883	118854896	-	0.000	0.000	Merged-chr14-118854981-71
NR57518--MA1107.1.KLF9	chr7	102347590	102347602	+	0.000	0.000	Merged-chr7-102347477-20
NR4604--MA0599.1.KLF5	chr1	189500040	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR60179--MA1107.1.KLF9	chr8	45934967	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR437--MA1107.1.KLF9	chr1	36920565	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR32166--MA0599.1.KLF5	chr2	6622319	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR63471--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR25180--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR59735--MA0599.1.KLF5	chr8	14992928	14992937	+	0.000	0.000	Merged-chr8-14992911-28
NR40112--MA0741.1.KLF16	chr3	121967722	121967732	+	0.000	0.000	Merged-chr3-121967857-57
NR53308--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR40496--MA0599.1.KLF5	chr3	132927825	132927834	-	0.000	0.000	Merged-chr3-132927951-20
NR53622--MA0742.1.Klf12	chr6	121017540	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR29083--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR62821--MA0493.1.Klf1	chr8	126721844	126721854	-	0.000	0.000	Merged-chr8-126721826-22
NR65242--MA0741.1.KLF16	chr9	94607624	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR53626--MA0741.1.KLF16	chr6	121017543	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR13770--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR31416--MA1107.1.KLF9	chr19	42770731	42770743	-	0.000	0.000	Merged-chr19-42770693-24
NR7906--MA0599.1.KLF5	chr10	111562893	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR43417--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR39468--MA1107.1.KLF9	chr3	100582913	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR6927--MA1107.1.KLF9	chr10	81247986	81247998	+	0.000	0.000	Merged-chr10-81248090-40
NR41891--MA0741.1.KLF16	chr4	34551629	34551639	+	0.000	0.000	Merged-chr4-34551500-9
NR36996--MA0493.1.Klf1	chr2	168741429	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR29448--MA0741.1.KLF16	chr18	65322464	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR36682--MA1107.1.KLF9	chr2	163298966	163298978	+	0.000	0.000	Merged-chr2-163299110-16
NR60459--MA0599.1.KLF5	chr8	61563025	61563034	-	0.000	0.000	Merged-chr8-61562873-18
NR32165--MA0742.1.Klf12	chr2	6622315	6622329	-	0.000	0.000	Merged-chr2-6622331-33
NR36576--MA0599.1.KLF5	chr2	160367383	160367392	+	0.000	0.000	Merged-chr2-160367322-62
NR3295--MA0741.1.KLF16	chr1	156522304	156522314	-	0.000	0.000	Merged-chr1-156522298-40
NR50794--MA0741.1.KLF16	chr5	150262888	150262898	+	0.000	0.000	Merged-chr5-150262822-29
NR54466--MA0599.1.KLF5	chr6	143115727	143115736	+	0.000	0.000	Merged-chr6-143115547-2
NR11836--MA0740.1.KLF14	chr11	108975740	108975753	-	0.000	0.000	Merged-chr11-108975749-11
NR58970--MA0741.1.KLF16	chr7	136164719	136164729	+	0.000	0.000	Merged-chr7-136164647-23
NR9324--MA1107.1.KLF9	chr11	32020325	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR36994--MA0742.1.Klf12	chr2	168741429	168741443	+	0.000	0.000	Merged-chr2-168741453-11
NR57034--MA0741.1.KLF16	chr7	84149143	84149153	-	0.000	0.000	Merged-chr7-84149073-24
NR62822--MA0741.1.KLF16	chr8	126721843	126721853	-	0.000	0.000	Merged-chr8-126721826-22
NR58983--MA0741.1.KLF16	chr7	136894429	136894439	+	0.000	0.000	Merged-chr7-136894538-85
NR53380--MA0657.1.KLF13	chr6	116682490	116682507	-	0.000	0.000	Merged-chr6-116682504-22
NR14460--MA1107.1.KLF9	chr12	107184622	107184634	+	0.000	0.000	Merged-chr12-107184537-40
NR50795--MA1107.1.KLF9	chr5	150262887	150262899	+	0.000	0.000	Merged-chr5-150262822-29
NR54116--MA1107.1.KLF9	chr6	134148275	134148287	+	0.000	0.000	Merged-chr6-134148194-39
NR66340--MA0493.1.Klf1	chr9	118196828	118196838	-	0.000	0.000	Merged-chr9-118196833-13
NR56650--MA0741.1.KLF16	chr7	67353864	67353874	+	0.000	0.000	Merged-chr7-67353683-35
NR21441--MA0493.1.Klf1	chr15	66286837	66286847	-	0.000	0.000	Merged-chr15-66286791-54
NR9326--MA0741.1.KLF16	chr11	32020366	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR53621--MA0740.1.KLF14	chr6	121017554	121017567	-	0.000	0.000	Merged-chr6-121017523-33
NR53623--MA0599.1.KLF5	chr6	121017544	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR51845--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR62577--MA0599.1.KLF5	chr8	122769458	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR29600--MA1107.1.KLF9	chr18	68010110	68010122	-	0.000	0.000	Merged-chr18-68009892-31
NR64093--MA1107.1.KLF9	chr9	58112347	58112359	-	0.000	0.000	Merged-chr9-58112486-25
NR29082--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR16864--MA0039.3.KLF4	chr13	93073452	93073462	+	0.000	0.000	Merged-chr13-93073224-49
NR31886--MA0741.1.KLF16	chr19	57430079	57430089	-	0.000	0.000	Merged-chr19-57430178-33
NR55705--MA0599.1.KLF5	chr7	28982761	28982770	-	0.000	0.000	Merged-chr7-28982424-141
NR32164--MA0740.1.KLF14	chr2	6622316	6622329	-	0.000	0.000	Merged-chr2-6622331-33
NR9058--MA0599.1.KLF5	chr11	20035544	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR1363--MA1107.1.KLF9	chr1	83006279	83006291	+	0.000	0.000	Merged-chr1-83006483-46
NR59933--MA0039.3.KLF4	chr8	25780055	25780065	+	0.000	0.000	Merged-chr8-25780082-13
NR45541--MA0741.1.KLF16	chr4	149721182	149721192	+	0.000	0.000	Merged-chr4-149721282-12
NR60093--MA0493.1.Klf1	chr8	36249346	36249356	-	0.000	0.000	Merged-chr8-36249558-6
NR2350--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR62823--MA1107.1.KLF9	chr8	126721842	126721854	-	0.000	0.000	Merged-chr8-126721826-22
NR57491--MA0599.1.KLF5	chr7	101970473	101970482	+	0.000	0.000	Merged-chr7-101970646-136
NR3302--MA0493.1.Klf1	chr1	156522402	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR40497--MA0741.1.KLF16	chr3	132927824	132927834	-	0.000	0.000	Merged-chr3-132927951-20
NR58745--MA0039.3.KLF4	chr7	130903723	130903733	+	0.000	0.000	Merged-chr7-130903775-21
NR46961--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR29446--MA0599.1.KLF5	chr18	65322465	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR63089--MA0741.1.KLF16	chr9	14926828	14926838	+	0.000	0.000	Merged-chr9-14926732-51
NR57259--MA0599.1.KLF5	chr7	96920647	96920656	-	0.000	0.000	Merged-chr7-96920782-38
NR24900--MA1107.1.KLF9	chr16	93574641	93574653	-	0.000	0.000	Merged-chr16-93574695-56
NR12901--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR63469--MA0741.1.KLF16	chr9	32672294	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR60460--MA0039.3.KLF4	chr8	61563023	61563033	-	0.000	0.000	Merged-chr8-61562873-18
NR31352--MA1107.1.KLF9	chr19	41031263	41031275	-	0.000	0.000	Merged-chr19-41031181-46
NR16925--MA0493.1.Klf1	chr13	95063723	95063733	-	0.000	0.000	Merged-chr13-95063599-48
NR33224--MA0741.1.KLF16	chr2	44953136	44953146	+	0.000	0.000	Merged-chr2-44953031-31
NR66464--MA0599.1.KLF5	chr9	119988430	119988439	-	0.000	0.000	Merged-chr9-119988491-33
NR3128--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR66342--MA1107.1.KLF9	chr9	118196826	118196838	-	0.000	0.000	Merged-chr9-118196833-13
NR50789--MA1107.1.KLF9	chr5	150259560	150259572	+	0.000	0.000	Merged-chr5-150259783-65
NR16928--MA0741.1.KLF16	chr13	95063711	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR31151--MA1107.1.KLF9	chr19	32523946	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR56649--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR14463--MA1107.1.KLF9	chr12	107184628	107184640	+	0.000	0.000	Merged-chr12-107184537-40
NR15553--MA1107.1.KLF9	chr13	35808217	35808229	+	0.000	0.000	Merged-chr13-35808207-14
NR29071--MA0599.1.KLF5	chr18	53801534	53801543	-	0.000	0.000	Merged-chr18-53801567-20
NR39406--MA0599.1.KLF5	chr3	98406700	98406709	+	0.000	0.000	Merged-chr3-98406778-20
NR36960--MA0599.1.KLF5	chr2	168525577	168525586	+	0.000	0.000	Merged-chr2-168525389-54
NR40111--MA0599.1.KLF5	chr3	121967722	121967731	+	0.000	0.000	Merged-chr3-121967857-57
NR67375--MA0742.1.Klf12	chrX	104857285	104857299	+	0.000	0.000	Merged-chrX-104857124-25
NR58971--MA1107.1.KLF9	chr7	136164718	136164730	+	0.000	0.000	Merged-chr7-136164647-23
NR4152--MA0493.1.Klf1	chr1	176986577	176986587	+	0.000	0.000	Merged-chr1-176986467-25
NR66021--MA0493.1.Klf1	chr9	112175471	112175481	-	0.000	0.000	Merged-chr9-112175419-1
NR54119--MA0039.3.KLF4	chr6	134184206	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR3192--MA0493.1.Klf1	chr1	153723752	153723762	+	0.000	0.000	Merged-chr1-153723564-53
NR54115--MA0741.1.KLF16	chr6	134148285	134148295	+	0.000	0.000	Merged-chr6-134148194-39
NR1371--MA0599.1.KLF5	chr1	83006419	83006428	+	0.000	0.000	Merged-chr1-83006483-46
NR29094--MA0599.1.KLF5	chr18	54992833	54992842	-	0.000	0.000	Merged-chr18-54992765-44
NR9159--MA0599.1.KLF5	chr11	22936581	22936590	+	0.000	0.000	Merged-chr11-22936648-30
NR39467--MA0741.1.KLF16	chr3	100582914	100582924	-	0.000	0.000	Merged-chr3-100582913-18
NR1370--MA1107.1.KLF9	chr1	83006293	83006305	+	0.000	0.000	Merged-chr1-83006483-46
NR67376--MA0599.1.KLF5	chrX	104857286	104857295	+	0.000	0.000	Merged-chrX-104857124-25
NR49907--MA0599.1.KLF5	chr5	137103319	137103328	-	0.000	0.000	Merged-chr5-137103369-20
NR53379--MA0740.1.KLF14	chr6	116682493	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR60095--MA1107.1.KLF9	chr8	36249344	36249356	-	0.000	0.000	Merged-chr8-36249558-6
NR45588--MA0599.1.KLF5	chr4	150518993	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR4268--MA0039.3.KLF4	chr1	180303748	180303758	+	0.000	0.000	Merged-chr1-180303799-22
NR3304--MA1107.1.KLF9	chr1	156522400	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR24897--MA0741.1.KLF16	chr16	93574642	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR51348--MA0493.1.Klf1	chr6	37564087	37564097	+	0.000	0.000	Merged-chr6-37564158-19
NR1366--MA1107.1.KLF9	chr1	83006285	83006297	+	0.000	0.000	Merged-chr1-83006483-46
NR4605--MA0493.1.Klf1	chr1	189500039	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR17574--MA0599.1.KLF5	chr13	113466822	113466831	+	0.000	0.000	Merged-chr13-113466791-29
NR37285--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR58981--MA0740.1.KLF14	chr7	136894428	136894441	+	0.000	0.000	Merged-chr7-136894538-85
NR24114--MA0741.1.KLF16	chr16	49959188	49959198	+	0.000	0.000	Merged-chr16-49959222-29
NR35697--MA0599.1.KLF5	chr2	135659233	135659242	+	0.000	0.000	Merged-chr2-135659291-148
NR50741--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR40487--MA0039.3.KLF4	chr3	132791416	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR6928--MA1107.1.KLF9	chr10	81247988	81248000	+	0.000	0.000	Merged-chr10-81248090-40
NR36683--MA1107.1.KLF9	chr2	163298968	163298980	+	0.000	0.000	Merged-chr2-163299110-16
NR29355--MA0599.1.KLF5	chr18	62267378	62267387	-	0.000	0.000	Merged-chr18-62267467-16
NR11837--MA0599.1.KLF5	chr11	108975743	108975752	-	0.000	0.000	Merged-chr11-108975749-11
NR46962--MA0741.1.KLF16	chr5	52618417	52618427	+	0.000	0.000	Merged-chr5-52618672-42
NR60178--MA0741.1.KLF16	chr8	45934968	45934978	-	0.000	0.000	Merged-chr8-45934835-41
NR7907--MA0493.1.Klf1	chr10	111562892	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR43418--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR49908--MA0741.1.KLF16	chr5	137103318	137103328	-	0.000	0.000	Merged-chr5-137103369-20
NR63084--MA1107.1.KLF9	chr9	14559687	14559699	+	0.000	0.000	Merged-chr9-14559722-16
NR14461--MA1107.1.KLF9	chr12	107184624	107184636	+	0.000	0.000	Merged-chr12-107184537-40
NR8025--MA1107.1.KLF9	chr10	116913907	116913919	+	0.000	0.000	Merged-chr10-116914032-56
NR54117--MA1107.1.KLF9	chr6	134148282	134148294	+	0.000	0.000	Merged-chr6-134148194-39
NR53810--MA0039.3.KLF4	chr6	125468296	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR57492--MA0741.1.KLF16	chr7	101970473	101970483	+	0.000	0.000	Merged-chr7-101970646-136
NR6424--MA0657.1.KLF13	chr10	75137294	75137311	+	0.000	0.000	Merged-chr10-75137301-35
NR62406--MA0039.3.KLF4	chr8	120544262	120544272	-	0.000	0.000	Merged-chr8-120544258-31
NR36999--MA0741.1.KLF16	chr2	168741484	168741494	+	0.000	0.000	Merged-chr2-168741453-11
NR31150--MA0493.1.Klf1	chr19	32523948	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR62578--MA0741.1.KLF16	chr8	122769451	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR62817--MA0740.1.KLF14	chr8	126721841	126721854	-	0.000	0.000	Merged-chr8-126721826-22
NR53624--MA0599.1.KLF5	chr6	121017549	121017558	-	0.000	0.000	Merged-chr6-121017523-33
NR6426--MA0741.1.KLF16	chr10	75137296	75137306	+	0.000	0.000	Merged-chr10-75137301-35
NR67996--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR3194--MA1107.1.KLF9	chr1	153723752	153723764	+	0.000	0.000	Merged-chr1-153723564-53
NR39869--MA1107.1.KLF9	chr3	109782668	109782680	-	0.000	0.000	Merged-chr3-109782603-31
NR32713--MA0741.1.KLF16	chr2	27122114	27122124	-	0.000	0.000	Merged-chr2-27122236-19
NR51350--MA0493.1.Klf1	chr6	37564249	37564259	+	0.000	0.000	Merged-chr6-37564158-19
NR24507--MA0599.1.KLF5	chr16	77360456	77360465	-	0.000	0.000	Merged-chr16-77360376-19
NR57516--MA0741.1.KLF16	chr7	102347591	102347601	+	0.000	0.000	Merged-chr7-102347477-20
NR15690--MA0039.3.KLF4	chr13	41774084	41774094	+	0.000	0.000	Merged-chr13-41774048-23
NR63470--MA1107.1.KLF9	chr9	32672276	32672288	-	0.000	0.000	Merged-chr9-32672440-49
NR36990--MA0599.1.KLF5	chr2	168741368	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR60173--MA0740.1.KLF14	chr8	45934966	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR40982--MA0741.1.KLF16	chr3	145924975	145924985	-	0.000	0.000	Merged-chr3-145925068-1
NR50740--MA0599.1.KLF5	chr5	149427524	149427533	-	0.000	0.000	Merged-chr5-149427432-30
NR63467--MA0599.1.KLF5	chr9	32672295	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR1364--MA1107.1.KLF9	chr1	83006281	83006293	+	0.000	0.000	Merged-chr1-83006483-46
NR62242--MA0657.1.KLF13	chr8	117198236	117198253	-	0.000	0.000	Merged-chr8-117198283-35
NR4607--MA1107.1.KLF9	chr1	189500039	189500051	+	0.000	0.000	Merged-chr1-189499965-39
NR25166--MA0039.3.KLF4	chr17	5007149	5007159	-	0.000	0.000	Merged-chr17-5007273-49
NR49909--MA1107.1.KLF9	chr5	137103426	137103438	-	0.000	0.000	Merged-chr5-137103369-20
NR60097--MA0742.1.Klf12	chr8	36249393	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR16921--MA0599.1.KLF5	chr13	95063706	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR3187--MA0740.1.KLF14	chr1	153723752	153723765	+	0.000	0.000	Merged-chr1-153723564-53
NR38215--MA0741.1.KLF16	chr3	52102783	52102793	+	0.000	0.000	Merged-chr3-52102741-168
NR60099--MA0493.1.Klf1	chr8	36249397	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR9059--MA0493.1.Klf1	chr11	20035544	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR43171--MA0740.1.KLF14	chr4	89137800	89137813	+	0.000	0.000	Merged-chr4-89137676-98
NR13772--MA0493.1.Klf1	chr12	82166464	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR59538--MA0599.1.KLF5	chr8	8661279	8661288	+	0.000	0.000	Merged-chr8-8661451-105
NR65240--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR29447--MA0599.1.KLF5	chr18	65322470	65322479	-	0.000	0.000	Merged-chr18-65322333-46
NR54111--MA0599.1.KLF5	chr6	134148276	134148285	+	0.000	0.000	Merged-chr6-134148194-39
NR21442--MA0741.1.KLF16	chr15	66286836	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR2347--MA0039.3.KLF4	chr1	128713045	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR34731--MA0599.1.KLF5	chr2	103668281	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR21440--MA0599.1.KLF5	chr15	66286837	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR2080--MA0599.1.KLF5	chr1	119636906	119636915	+	0.000	0.000	Merged-chr1-119636990-21
NR43172--MA0657.1.KLF13	chr4	89137799	89137816	+	0.000	0.000	Merged-chr4-89137676-98
NR8138--MA0741.1.KLF16	chr10	118310793	118310803	+	0.000	0.000	Merged-chr10-118310957-20
NR21445--MA0599.1.KLF5	chr15	66286853	66286862	+	0.000	0.000	Merged-chr15-66286791-54
NR4603--MA0740.1.KLF14	chr1	189500039	189500052	+	0.000	0.000	Merged-chr1-189499965-39
NR2345--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR29357--MA1107.1.KLF9	chr18	62267376	62267388	-	0.000	0.000	Merged-chr18-62267467-16
NR31349--MA1107.1.KLF9	chr19	41031257	41031269	-	0.000	0.000	Merged-chr19-41031181-46
NR53620--MA0740.1.KLF14	chr6	121017541	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR53384--MA0493.1.Klf1	chr6	116682496	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR39499--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR2349--MA0741.1.KLF16	chr1	128713044	128713054	+	0.000	0.000	Merged-chr1-128713010-21
NR46963--MA1107.1.KLF9	chr5	52618416	52618428	+	0.000	0.000	Merged-chr5-52618672-42
NR14464--MA1107.1.KLF9	chr12	107184630	107184642	+	0.000	0.000	Merged-chr12-107184537-40
NR60096--MA0740.1.KLF14	chr8	36249394	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR47459--MA0742.1.Klf12	chr5	74704611	74704625	+	0.000	0.000	Merged-chr5-74704453-70
NR39407--MA0599.1.KLF5	chr3	98406763	98406772	+	0.000	0.000	Merged-chr3-98406778-20
NR53389--MA0493.1.Klf1	chr6	116682513	116682523	-	0.000	0.000	Merged-chr6-116682504-22
NR39498--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR31885--MA0741.1.KLF16	chr19	57430074	57430084	-	0.000	0.000	Merged-chr19-57430178-33
NR6425--MA0742.1.Klf12	chr10	75137295	75137309	+	0.000	0.000	Merged-chr10-75137301-35
NR51204--MA0740.1.KLF14	chr6	29853647	29853660	-	0.000	0.000	Merged-chr6-29853688-66
NR16962--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR29599--MA0039.3.KLF4	chr18	68009874	68009884	-	0.000	0.000	Merged-chr18-68009892-31
NR51345--MA0741.1.KLF16	chr6	37399080	37399090	+	0.000	0.000	Merged-chr6-37399175-29
NR66339--MA0039.3.KLF4	chr9	118196826	118196836	-	0.000	0.000	Merged-chr9-118196833-13
NR8870--MA1107.1.KLF9	chr11	6000757	6000769	+	0.000	0.000	Merged-chr11-6000952-1
NR17543--MA0599.1.KLF5	chr13	112510867	112510876	-	0.000	0.000	Merged-chr13-112510922-24
NR60176--MA0039.3.KLF4	chr8	45934967	45934977	-	0.000	0.000	Merged-chr8-45934835-41
NR39868--MA0493.1.Klf1	chr3	109782670	109782680	-	0.000	0.000	Merged-chr3-109782603-31
NR63083--MA0741.1.KLF16	chr9	14559688	14559698	+	0.000	0.000	Merged-chr9-14559722-16
NR45540--MA0741.1.KLF16	chr4	149721181	149721191	+	0.000	0.000	Merged-chr4-149721282-12
NR29085--MA1107.1.KLF9	chr18	54822926	54822938	+	0.000	0.000	Merged-chr18-54822886-30
NR434--MA0039.3.KLF4	chr1	36920567	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR24895--MA0599.1.KLF5	chr16	93574643	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR51205--MA0657.1.KLF13	chr6	29853644	29853661	-	0.000	0.000	Merged-chr6-29853688-66
NR2346--MA0599.1.KLF5	chr1	128713044	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR32151--MA0657.1.KLF13	chr2	5615142	5615159	-	0.000	0.000	Merged-chr2-5615040-30
NR36992--MA1107.1.KLF9	chr2	168741367	168741379	+	0.000	0.000	Merged-chr2-168741453-11
NR62819--MA0599.1.KLF5	chr8	126721844	126721853	-	0.000	0.000	Merged-chr8-126721826-22
NR1367--MA1107.1.KLF9	chr1	83006287	83006299	+	0.000	0.000	Merged-chr1-83006483-46
NR53378--MA0741.1.KLF16	chr6	116673848	116673858	+	0.000	0.000	Merged-chr6-116673934-58
NR2344--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR63930--MA1107.1.KLF9	chr9	51162066	51162078	-	0.000	0.000	Merged-chr9-51161990-29
NR47460--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR36998--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR9613--MA0657.1.KLF13	chr11	50440164	50440181	+	0.000	0.000	Merged-chr11-50440008-21
NR67377--MA0493.1.Klf1	chrX	104857285	104857295	+	0.000	0.000	Merged-chrX-104857124-25
NR13774--MA1107.1.KLF9	chr12	82166462	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR9060--MA0741.1.KLF16	chr11	20035543	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR39466--MA0493.1.Klf1	chr3	100582915	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR45589--MA0493.1.Klf1	chr4	150518992	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR63468--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR6929--MA1107.1.KLF9	chr10	81247990	81248002	+	0.000	0.000	Merged-chr10-81248090-40
NR39465--MA0039.3.KLF4	chr3	100582913	100582923	-	0.000	0.000	Merged-chr3-100582913-18
NR30146--MA0599.1.KLF5	chr18	83993440	83993449	+	0.000	0.000	Merged-chr18-83993380-25
NR39501--MA0741.1.KLF16	chr3	101066375	101066385	-	0.000	0.000	Merged-chr3-101066330-34
NR3303--MA0741.1.KLF16	chr1	156522401	156522411	-	0.000	0.000	Merged-chr1-156522298-40
NR21617--MA0493.1.Klf1	chr15	73117954	73117964	+	0.000	0.000	Merged-chr15-73118088-52
NR9323--MA0741.1.KLF16	chr11	32020326	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR53811--MA1107.1.KLF9	chr6	125468294	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR9161--MA0741.1.KLF16	chr11	22936586	22936596	+	0.000	0.000	Merged-chr11-22936648-30
NR36961--MA0741.1.KLF16	chr2	168525574	168525584	+	0.000	0.000	Merged-chr2-168525389-54
NR67025--MA0741.1.KLF16	chrX	53607883	53607893	+	0.000	0.000	Merged-chrX-53607978-28
NR51846--MA0039.3.KLF4	chr6	54760115	54760125	+	0.000	0.000	Merged-chr6-54760187-57
NR16927--MA0741.1.KLF16	chr13	95063709	95063719	-	0.000	0.000	Merged-chr13-95063599-48
NR16283--MA0039.3.KLF4	chr13	64432308	64432318	+	0.000	0.000	Merged-chr13-64432516-70
NR53386--MA1107.1.KLF9	chr6	116682494	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR7818--MA1107.1.KLF9	chr10	108446304	108446316	-	0.000	0.000	Merged-chr10-108446364-45
NR4151--MA0599.1.KLF5	chr1	176986578	176986587	+	0.000	0.000	Merged-chr1-176986467-25
NR3294--MA0599.1.KLF5	chr1	156522305	156522314	-	0.000	0.000	Merged-chr1-156522298-40
NR50792--MA0039.3.KLF4	chr5	150262889	150262899	+	0.000	0.000	Merged-chr5-150262822-29
NR46846--MA0599.1.KLF5	chr5	43355552	43355561	+	0.000	0.000	Merged-chr5-43355421-55
