#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR46211--MA0039.3.KLF4	chr8	124046033	124046043	+	0.000	0.000	Merged-chr8-124045987-6
NR35034--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR13021--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR16256--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR4632--MA0741.1.KLF16	chr10	81401813	81401823	-	0.000	0.000	Merged-chr10-81401925-26
NR41621--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR9214--MA0599.1.KLF5	chr11	118035186	118035195	-	0.000	0.000	Merged-chr11-118035350-21
NR32872--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR11925--MA0039.3.KLF4	chr13	45455941	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR34723--MA1107.1.KLF9	chr5	31576740	31576752	-	0.000	0.000	Merged-chr5-31576784-60
NR4216--MA1107.1.KLF9	chr10	77624633	77624645	-	0.000	0.000	Merged-chr10-77624666-9
NR29686--MA0493.1.Klf1	chr3	107233421	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR45974--MA0740.1.KLF14	chr8	120538814	120538827	+	0.000	0.000	Merged-chr8-120538784-40
NR17489--MA1107.1.KLF9	chr16	23375103	23375115	+	0.000	0.000	Merged-chr16-23375120-32
NR48563--MA0493.1.Klf1	chr9	115214795	115214805	-	0.000	0.000	Merged-chr9-115214840-19
NR34719--MA1107.1.KLF9	chr5	31576732	31576744	-	0.000	0.000	Merged-chr5-31576784-60
NR34057--MA0493.1.Klf1	chr4	150894668	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR37639--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR30565--MA0741.1.KLF16	chr3	152209698	152209708	-	0.000	0.000	Merged-chr3-152209810-2
NR43025--MA0599.1.KLF5	chr7	125620286	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR8295--MA0599.1.KLF5	chr11	101171551	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR45975--MA0657.1.KLF13	chr8	120538813	120538830	+	0.000	0.000	Merged-chr8-120538784-40
NR42176--MA1107.1.KLF9	chr7	81860896	81860908	+	0.000	0.000	Merged-chr7-81860726-21
NR43023--MA0657.1.KLF13	chr7	125620280	125620297	-	0.000	0.000	Merged-chr7-125620287-12
NR18146--MA0493.1.Klf1	chr16	76357373	76357383	+	0.000	0.000	Merged-chr16-76357413-27
NR46210--MA0599.1.KLF5	chr8	124046032	124046041	+	0.000	0.000	Merged-chr8-124045987-6
NR13160--MA0657.1.KLF13	chr13	113549197	113549214	+	0.000	0.000	Merged-chr13-113549207-25
NR13162--MA0741.1.KLF16	chr13	113549199	113549209	+	0.000	0.000	Merged-chr13-113549207-25
NR42503--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR8297--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR20994--MA0599.1.KLF5	chr17	86779325	86779334	+	0.000	0.000	Merged-chr17-86779381-46
NR3102--MA0599.1.KLF5	chr10	10307608	10307617	-	0.000	0.000	Merged-chr10-10307543-35
NR7443--MA0493.1.Klf1	chr11	76209758	76209768	-	0.000	0.000	Merged-chr11-76209894-14
NR8502--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR4630--MA0493.1.Klf1	chr10	81401863	81401873	+	0.000	0.000	Merged-chr10-81401925-26
NR3101--MA1107.1.KLF9	chr10	8535716	8535728	+	0.000	0.000	Merged-chr10-8535682-19
NR48565--MA0741.1.KLF16	chr9	115214794	115214804	-	0.000	0.000	Merged-chr9-115214840-19
NR40191--MA0599.1.KLF5	chr6	145249542	145249551	-	0.000	0.000	Merged-chr6-145249454-6
NR20680--MA1107.1.KLF9	chr17	74500603	74500615	-	0.000	0.000	Merged-chr17-74500451-4
NR47957--MA0740.1.KLF14	chr9	94607622	94607635	-	0.000	0.000	Merged-chr9-94607543-65
NR37638--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR18858--MA0039.3.KLF4	chr17	12759380	12759390	+	0.000	0.000	Merged-chr17-12759489-26
NR2235--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR39388--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR34712--MA1107.1.KLF9	chr5	31576718	31576730	-	0.000	0.000	Merged-chr5-31576784-60
NR19567--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR28832--MA0599.1.KLF5	chr3	79181737	79181746	-	0.000	0.000	Merged-chr3-79181699-42
NR20676--MA1107.1.KLF9	chr17	74500595	74500607	-	0.000	0.000	Merged-chr17-74500451-4
NR39392--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR14199--MA0039.3.KLF4	chr14	64628281	64628291	-	0.000	0.000	Merged-chr14-64628307-21
NR17486--MA0741.1.KLF16	chr16	23286520	23286530	+	0.000	0.000	Merged-chr16-23286554-38
NR5062--MA0741.1.KLF16	chr10	96408139	96408149	+	0.000	0.000	Merged-chr10-96408012-53
NR18362--MA1107.1.KLF9	chr16	93392184	93392196	+	0.000	0.000	Merged-chr16-93392289-32
NR35990--MA0742.1.Klf12	chr5	107303700	107303714	+	0.000	0.000	Merged-chr5-107303598-32
NR4215--MA0493.1.Klf1	chr10	77624635	77624645	-	0.000	0.000	Merged-chr10-77624666-9
NR13026--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR21814--MA0741.1.KLF16	chr18	53801709	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR4214--MA0039.3.KLF4	chr10	77624633	77624643	-	0.000	0.000	Merged-chr10-77624666-9
NR11074--MA0493.1.Klf1	chr12	111855729	111855739	+	0.000	0.000	Merged-chr12-111855656-21
NR5407--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR35994--MA0741.1.KLF16	chr5	107303701	107303711	+	0.000	0.000	Merged-chr5-107303598-32
NR9467--MA1107.1.KLF9	chr12	4392765	4392777	-	0.000	0.000	Merged-chr12-4392788-4
NR6085--MA0039.3.KLF4	chr11	19950130	19950140	-	0.000	0.000	Merged-chr11-19950024-19
NR37640--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR42174--MA1107.1.KLF9	chr7	81860892	81860904	+	0.000	0.000	Merged-chr7-81860726-21
NR42502--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR36154--MA1107.1.KLF9	chr5	112239639	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR30568--MA0741.1.KLF16	chr3	152209703	152209713	-	0.000	0.000	Merged-chr3-152209810-2
NR42165--MA0039.3.KLF4	chr7	81860898	81860908	+	0.000	0.000	Merged-chr7-81860726-21
NR3995--MA0599.1.KLF5	chr10	68137567	68137576	-	0.000	0.000	Merged-chr10-68137569-23
NR14198--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR8512--MA1107.1.KLF9	chr11	103808767	103808779	-	0.000	0.000	Merged-chr11-103808730-15
NR3994--MA0742.1.Klf12	chr10	68137563	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR29833--MA0741.1.KLF16	chr3	116384507	116384517	+	0.000	0.000	Merged-chr3-116384613-7
NR17673--MA0599.1.KLF5	chr16	35696279	35696288	-	0.000	0.000	Merged-chr16-35696360-41
NR18857--MA0599.1.KLF5	chr17	12759379	12759388	+	0.000	0.000	Merged-chr17-12759489-26
NR2234--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR43024--MA0742.1.Klf12	chr7	125620282	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR47961--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR19853--MA0599.1.KLF5	chr17	35706109	35706118	-	0.000	0.000	Merged-chr17-35706172-14
NR13161--MA0742.1.Klf12	chr13	113549198	113549212	+	0.000	0.000	Merged-chr13-113549207-25
NR32871--MA0599.1.KLF5	chr4	129621213	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR39394--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR13159--MA0740.1.KLF14	chr13	113549198	113549211	+	0.000	0.000	Merged-chr13-113549207-25
NR19563--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR4633--MA0741.1.KLF16	chr10	81401834	81401844	-	0.000	0.000	Merged-chr10-81401925-26
NR28599--MA0742.1.Klf12	chr3	55744073	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR34715--MA1107.1.KLF9	chr5	31576724	31576736	-	0.000	0.000	Merged-chr5-31576784-60
NR14201--MA0741.1.KLF16	chr14	64628299	64628309	+	0.000	0.000	Merged-chr14-64628307-21
NR24569--MA0493.1.Klf1	chr2	23041825	23041835	-	0.000	0.000	Merged-chr2-23041695-10
NR7182--MA1107.1.KLF9	chr11	70622563	70622575	-	0.000	0.000	Merged-chr11-70622499-26
NR42506--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR29831--MA0599.1.KLF5	chr3	116384507	116384516	+	0.000	0.000	Merged-chr3-116384613-7
NR311--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR9466--MA0493.1.Klf1	chr12	4392767	4392777	-	0.000	0.000	Merged-chr12-4392788-4
NR29737--MA0740.1.KLF14	chr3	108737975	108737988	-	0.000	0.000	Merged-chr3-108737869-29
NR36153--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR13158--MA1107.1.KLF9	chr13	113549166	113549178	+	0.000	0.000	Merged-chr13-113549207-25
NR29684--MA0740.1.KLF14	chr3	107233418	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR28830--MA0740.1.KLF14	chr3	79181734	79181747	-	0.000	0.000	Merged-chr3-79181699-42
NR38793--MA0039.3.KLF4	chr6	83718235	83718245	-	0.000	0.000	Merged-chr6-83718285-22
NR47752--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR7440--MA0742.1.Klf12	chr11	76209754	76209768	-	0.000	0.000	Merged-chr11-76209894-14
NR3997--MA1107.1.KLF9	chr10	68137565	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR28831--MA0657.1.KLF13	chr3	79181731	79181748	-	0.000	0.000	Merged-chr3-79181699-42
