#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR9472--MA0496.2.MAFK	chr6	146960324	146960342	-	0.000	0.000	Merged-chr6-146960171-26
NR432--MA0089.1.MAFG::NFE2L1	chr1	97764338	97764343	+	0.000	0.000	Merged-chr1-97764346-16
NR8033--MA0089.1.MAFG::NFE2L1	chr4	145284519	145284524	+	0.000	0.000	Merged-chr4-145284668-43
NR8295--MA0117.2.Mafb	chr5	43355340	43355351	-	0.000	0.000	Merged-chr5-43355421-55
NR8553--MA0501.1.MAF::NFE2	chr5	105798641	105798655	-	0.000	0.000	Merged-chr5-105798670-49
NR2417--MA0495.2.MAFF	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604478-1
NR2419--MA0659.1.MAFG	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604478-1
NR8870--MA0591.1.Bach1::Mafk	chr6	34938209	34938223	+	0.000	0.000	Merged-chr6-34938048-1
NR3072--MA0496.2.MAFK	chr13	108763561	108763579	+	0.000	0.000	Merged-chr13-108763497-25
NR847--MA0089.1.MAFG::NFE2L1	chr1	184060600	184060605	+	0.000	0.000	Merged-chr1-184060676-8
NR1213--MA0089.1.MAFG::NFE2L1	chr10	68300260	68300265	+	0.000	0.000	Merged-chr10-68300314-9
NR1111--MA0089.1.MAFG::NFE2L1	chr10	43740063	43740068	+	0.000	0.000	Merged-chr10-43739922-3
NR1032--MA0495.2.MAFF	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR1639--MA0501.1.MAF::NFE2	chr11	23570312	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR9160--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR7850--MA0501.1.MAF::NFE2	chr4	109274122	109274136	-	0.000	0.000	Merged-chr4-109273984-17
NR5747--MA0089.1.MAFG::NFE2L1	chr2	22933863	22933868	-	0.000	0.000	Merged-chr2-22933871-17
NR7441--MA0496.2.MAFK	chr3	157884229	157884247	-	0.000	0.000	Merged-chr3-157884103-23
NR10167--MA0659.1.MAFG	chr8	34208104	34208124	-	0.000	0.000	Merged-chr8-34208072-51
NR4199--MA0495.2.MAFF	chr16	23262323	23262343	-	0.000	0.000	Merged-chr16-23262371-32
NR6544--MA0501.1.MAF::NFE2	chr2	168525598	168525612	-	0.000	0.000	Merged-chr2-168525389-54
NR2579--MA0495.2.MAFF	chr12	117268660	117268680	+	0.000	0.000	Merged-chr12-117268849-13
NR6272--MA0501.1.MAF::NFE2	chr2	128159198	128159212	-	0.000	0.000	Merged-chr2-128159167-18
NR9360--MA0089.1.MAFG::NFE2L1	chr6	134883908	134883913	+	0.000	0.000	Merged-chr6-134883955-22
NR10846--MA0495.2.MAFF	chr9	61745391	61745411	-	0.000	0.000	Merged-chr9-61745239-9
NR7126--MA0117.2.Mafb	chr3	109740671	109740682	+	0.000	0.000	Merged-chr3-109740806-11
NR295--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR10848--MA0659.1.MAFG	chr9	61745391	61745411	+	0.000	0.000	Merged-chr9-61745239-9
NR378--MA0089.1.MAFG::NFE2L1	chr1	88592518	88592523	-	0.000	0.000	Merged-chr1-88592321-13
NR9082--MA0089.1.MAFG::NFE2L1	chr6	91104984	91104989	-	0.000	0.000	Merged-chr6-91104970-16
NR3205--MA0089.1.MAFG::NFE2L1	chr14	8457376	8457381	-	0.000	0.000	Merged-chr14-8457349-2
NR8492--MA0495.2.MAFF	chr5	96809710	96809730	-	0.000	0.000	Merged-chr5-96809696-9
NR9597--MA0591.1.Bach1::Mafk	chr7	49762880	49762894	+	0.000	0.000	Merged-chr7-49762758-15
NR3799--MA0496.2.MAFK	chr15	36474673	36474691	-	0.000	0.000	Merged-chr15-36474869-12
NR3809--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR11080--MA0501.1.MAF::NFE2	chr9	104258160	104258174	-	0.000	0.000	Merged-chr9-104258018-4
NR2616--MA0495.2.MAFF	chr13	6626710	6626730	-	0.000	0.000	Merged-chr13-6626818-32
NR7557--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR3797--MA0501.1.MAF::NFE2	chr15	36474672	36474686	-	0.000	0.000	Merged-chr15-36474869-12
NR10197--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR1642--MA0496.2.MAFK	chr11	23570307	23570325	-	0.000	0.000	Merged-chr11-23570355-13
NR10645--MA0496.2.MAFK	chr9	14559640	14559658	+	0.000	0.000	Merged-chr9-14559722-16
NR2723--MA0496.2.MAFK	chr13	41683041	41683059	-	0.000	0.000	Merged-chr13-41683049-20
NR2677--MA0089.1.MAFG::NFE2L1	chr13	28519961	28519966	-	0.000	0.000	Merged-chr13-28519917-5
NR4932--MA0117.2.Mafb	chr17	86034430	86034441	+	0.000	0.000	Merged-chr17-86034509-12
NR5754--MA0591.1.Bach1::Mafk	chr2	24642980	24642994	+	0.000	0.000	Merged-chr2-24642906-28
NR10901--MA0495.2.MAFF	chr9	71874477	71874497	-	0.000	0.000	Merged-chr9-71874475-35
NR1224--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR8866--MA0089.1.MAFG::NFE2L1	chr6	33004649	33004654	+	0.000	0.000	Merged-chr6-33004502-19
NR3603--MA0496.2.MAFK	chr14	87348967	87348985	-	0.000	0.000	Merged-chr14-87349015-16
NR6039--MA0089.1.MAFG::NFE2L1	chr2	83746472	83746477	-	0.000	0.000	Merged-chr2-83746640-22
NR8388--MA0089.1.MAFG::NFE2L1	chr5	72159705	72159710	-	0.000	0.000	Merged-chr5-72159731-18
NR10245--MA0117.2.Mafb	chr8	61410928	61410939	-	0.000	0.000	Merged-chr8-61410967-8
NR6011--MA0089.1.MAFG::NFE2L1	chr2	76421649	76421654	-	0.000	0.000	Merged-chr2-76421582-29
NR2082--MA0089.1.MAFG::NFE2L1	chr11	117092971	117092976	-	0.000	0.000	Merged-chr11-117092893-43
NR2583--MA0659.1.MAFG	chr12	117268660	117268680	+	0.000	0.000	Merged-chr12-117268849-13
NR5113--MA0591.1.Bach1::Mafk	chr18	43393488	43393502	-	0.000	0.000	Merged-chr18-43393382-40
NR4200--MA0591.1.Bach1::Mafk	chr16	23262326	23262340	-	0.000	0.000	Merged-chr16-23262371-32
NR8841--MA0591.1.Bach1::Mafk	chr6	28351376	28351390	+	0.000	0.000	Merged-chr6-28351294-19
NR1294--MA0501.1.MAF::NFE2	chr10	85050873	85050887	+	0.000	0.000	Merged-chr10-85050856-11
NR1035--MA0501.1.MAF::NFE2	chr10	25140546	25140560	-	0.000	0.000	Merged-chr10-25140477-16
NR2592--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR1655--MA0089.1.MAFG::NFE2L1	chr11	33744614	33744619	-	0.000	0.000	Merged-chr11-33744696-10
NR178--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR8619--MA0496.2.MAFK	chr5	118709907	118709925	+	0.000	0.000	Merged-chr5-118710096-15
NR5094--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR1028--MA0117.2.Mafb	chr10	24482416	24482427	-	0.000	0.000	Merged-chr10-24482390-32
NR8499--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR9884--MA0495.2.MAFF	chr7	112213250	112213270	+	0.000	0.000	Merged-chr7-112213302-61
NR6035--MA0089.1.MAFG::NFE2L1	chr2	83700881	83700886	+	0.000	0.000	Merged-chr2-83700891-43
NR736--MA0591.1.Bach1::Mafk	chr1	165075763	165075777	+	0.000	0.000	Merged-chr1-165075837-38
NR5842--MA0501.1.MAF::NFE2	chr2	44953125	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR10853--MA0495.2.MAFF	chr9	62510659	62510679	-	0.000	0.000	Merged-chr9-62510656-38
NR6818--MA0659.1.MAFG	chr3	41062071	41062091	-	0.000	0.000	Merged-chr3-41062130-17
NR1479--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR10476--MA0501.1.MAF::NFE2	chr8	115237369	115237383	-	0.000	0.000	Merged-chr8-115237313-17
NR4063--MA0089.1.MAFG::NFE2L1	chr15	93581934	93581939	-	0.000	0.000	Merged-chr15-93581886-25
NR9653--MA0117.2.Mafb	chr7	64122535	64122546	-	0.000	0.000	Merged-chr7-64122484-38
NR11143--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR11027--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR5785--MA0089.1.MAFG::NFE2L1	chr2	30699950	30699955	-	0.000	0.000	Merged-chr2-30700028-24
NR5911--MA0591.1.Bach1::Mafk	chr2	58844786	58844800	+	0.000	0.000	Merged-chr2-58844622-35
NR2586--MA0496.2.MAFK	chr12	117268661	117268679	+	0.000	0.000	Merged-chr12-117268849-13
NR7164--MA0089.1.MAFG::NFE2L1	chr3	120458113	120458118	+	0.000	0.000	Merged-chr3-120457943-64
NR719--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR10629--MA0089.1.MAFG::NFE2L1	chr9	13536892	13536897	+	0.000	0.000	Merged-chr9-13536890-20
NR1882--MA0495.2.MAFF	chr11	85324146	85324166	-	0.000	0.000	Merged-chr11-85324179-42
NR2316--MA0089.1.MAFG::NFE2L1	chr12	75494801	75494806	+	0.000	0.000	Merged-chr12-75494766-18
NR2593--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR1636--MA0495.2.MAFF	chr11	23570306	23570326	-	0.000	0.000	Merged-chr11-23570355-13
NR1884--MA0659.1.MAFG	chr11	85324146	85324166	+	0.000	0.000	Merged-chr11-85324179-42
NR1638--MA0659.1.MAFG	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR6420--MA0591.1.Bach1::Mafk	chr2	152101903	152101917	+	0.000	0.000	Merged-chr2-152102009-14
NR3070--MA0659.1.MAFG	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR9161--MA0591.1.Bach1::Mafk	chr6	108895319	108895333	+	0.000	0.000	Merged-chr6-108895381-27
NR4588--MA0495.2.MAFF	chr17	5239082	5239102	-	0.000	0.000	Merged-chr17-5238914-28
NR8496--MA0501.1.MAF::NFE2	chr5	96809716	96809730	+	0.000	0.000	Merged-chr5-96809696-9
NR3066--MA0659.1.MAFG	chr13	108763381	108763401	-	0.000	0.000	Merged-chr13-108763497-25
NR7531--MA0495.2.MAFF	chr4	33467334	33467354	+	0.000	0.000	Merged-chr4-33467571-48
NR10659--MA0117.2.Mafb	chr9	15552683	15552694	-	0.000	0.000	Merged-chr9-15552550-14
NR1862--MA0089.1.MAFG::NFE2L1	chr11	80505098	80505103	+	0.000	0.000	Merged-chr11-80505144-23
NR7765--MA0591.1.Bach1::Mafk	chr4	89530185	89530199	-	0.000	0.000	Merged-chr4-89530281-33
NR5669--MA0501.1.MAF::NFE2	chr2	4669935	4669949	-	0.000	0.000	Merged-chr2-4669816-18
NR2812--MA0591.1.Bach1::Mafk	chr13	64432459	64432473	+	0.000	0.000	Merged-chr13-64432516-70
NR1384--MA0089.1.MAFG::NFE2L1	chr10	99284794	99284799	-	0.000	0.000	Merged-chr10-99284943-24
NR4716--MA0501.1.MAF::NFE2	chr17	32023267	32023281	-	0.000	0.000	Merged-chr17-32023327-13
NR1592--MA0495.2.MAFF	chr11	11497907	11497927	+	0.000	0.000	Merged-chr11-11498094-24
NR6558--MA0495.2.MAFF	chr2	169398491	169398511	+	0.000	0.000	Merged-chr2-169398588-9
NR2415--MA0117.2.Mafb	chr12	91564056	91564067	-	0.000	0.000	Merged-chr12-91564061-15
NR9379--MA0501.1.MAF::NFE2	chr6	136966060	136966074	-	0.000	0.000	Merged-chr6-136966041-11
NR8617--MA0495.2.MAFF	chr5	118709906	118709926	+	0.000	0.000	Merged-chr5-118710096-15
NR8023--MA0089.1.MAFG::NFE2L1	chr4	144998427	144998432	-	0.000	0.000	Merged-chr4-144998591-35
NR84--MA0089.1.MAFG::NFE2L1	chr1	36910544	36910549	+	0.000	0.000	Merged-chr1-36910479-15
NR2678--MA0495.2.MAFF	chr13	28551868	28551888	-	0.000	0.000	Merged-chr13-28551845-49
NR2581--MA0117.2.Mafb	chr12	117268669	117268680	-	0.000	0.000	Merged-chr12-117268849-13
NR8957--MA0496.2.MAFK	chr6	65818424	65818442	+	0.000	0.000	Merged-chr6-65818480-32
NR8917--MA0591.1.Bach1::Mafk	chr6	53704642	53704656	+	0.000	0.000	Merged-chr6-53704558-10
NR5800--MA0089.1.MAFG::NFE2L1	chr2	32181676	32181681	-	0.000	0.000	Merged-chr2-32181600-13
NR7533--MA0591.1.Bach1::Mafk	chr4	33467337	33467351	-	0.000	0.000	Merged-chr4-33467571-48
NR9354--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR3815--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR1883--MA0591.1.Bach1::Mafk	chr11	85324149	85324163	-	0.000	0.000	Merged-chr11-85324179-42
NR10203--MA0501.1.MAF::NFE2	chr8	46197080	46197094	-	0.000	0.000	Merged-chr8-46197044-15
NR6686--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR7559--MA0496.2.MAFK	chr4	41295741	41295759	+	0.000	0.000	Merged-chr4-41295781-15
NR5753--MA0117.2.Mafb	chr2	24642986	24642997	-	0.000	0.000	Merged-chr2-24642906-28
NR10849--MA0659.1.MAFG	chr9	61745391	61745411	-	0.000	0.000	Merged-chr9-61745239-9
NR9652--MA0089.1.MAFG::NFE2L1	chr7	64122491	64122496	+	0.000	0.000	Merged-chr7-64122484-38
NR8495--MA0659.1.MAFG	chr5	96809710	96809730	-	0.000	0.000	Merged-chr5-96809696-9
NR10756--MA0089.1.MAFG::NFE2L1	chr9	41103947	41103952	-	0.000	0.000	Merged-chr9-41103875-12
NR6819--MA0496.2.MAFK	chr3	41062072	41062090	-	0.000	0.000	Merged-chr3-41062130-17
NR3601--MA0659.1.MAFG	chr14	87348966	87348986	+	0.000	0.000	Merged-chr14-87349015-16
NR959--MA0117.2.Mafb	chr10	8952934	8952945	+	0.000	0.000	Merged-chr10-8953091-38
NR3544--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR1451--MA0501.1.MAF::NFE2	chr10	112278335	112278349	-	0.000	0.000	Merged-chr10-112278323-19
NR2953--MA0591.1.Bach1::Mafk	chr13	92639333	92639347	+	0.000	0.000	Merged-chr13-92639220-17
NR10646--MA0496.2.MAFK	chr9	14559640	14559658	-	0.000	0.000	Merged-chr9-14559722-16
NR749--MA0117.2.Mafb	chr1	167296085	167296096	+	0.000	0.000	Merged-chr1-167296095-13
NR7535--MA0501.1.MAF::NFE2	chr4	33467334	33467348	-	0.000	0.000	Merged-chr4-33467571-48
NR7439--MA0501.1.MAF::NFE2	chr3	157884228	157884242	-	0.000	0.000	Merged-chr3-157884103-23
NR1323--MA0089.1.MAFG::NFE2L1	chr10	89487168	89487173	+	0.000	0.000	Merged-chr10-89487316-19
NR2420--MA0496.2.MAFK	chr12	91604328	91604346	+	0.000	0.000	Merged-chr12-91604478-1
NR2702--MA0501.1.MAF::NFE2	chr13	37290892	37290906	+	0.000	0.000	Merged-chr13-37290832-15
NR2333--MA0659.1.MAFG	chr12	77666582	77666602	+	0.000	0.000	Merged-chr12-77666709-12
NR336--MA0495.2.MAFF	chr1	84881696	84881716	-	0.000	0.000	Merged-chr1-84881698-12
NR1449--MA0089.1.MAFG::NFE2L1	chr10	111924394	111924399	+	0.000	0.000	Merged-chr10-111924366-28
NR1355--MA0117.2.Mafb	chr10	93933049	93933060	-	0.000	0.000	Merged-chr10-93933103-29
NR3067--MA0496.2.MAFK	chr13	108763382	108763400	+	0.000	0.000	Merged-chr13-108763497-25
NR1640--MA0501.1.MAF::NFE2	chr11	23570306	23570320	-	0.000	0.000	Merged-chr11-23570355-13
NR7437--MA0591.1.Bach1::Mafk	chr3	157884105	157884119	+	0.000	0.000	Merged-chr3-157884103-23
NR4926--MA0089.1.MAFG::NFE2L1	chr17	84855742	84855747	-	0.000	0.000	Merged-chr17-84855735-62
NR7440--MA0496.2.MAFK	chr3	157884229	157884247	+	0.000	0.000	Merged-chr3-157884103-23
NR173--MA0089.1.MAFG::NFE2L1	chr1	57952652	57952657	-	0.000	0.000	Merged-chr1-57952740-16
NR10164--MA0495.2.MAFF	chr8	34208104	34208124	+	0.000	0.000	Merged-chr8-34208072-51
NR3793--MA0495.2.MAFF	chr15	36474672	36474692	+	0.000	0.000	Merged-chr15-36474869-12
NR10806--MA0117.2.Mafb	chr9	50836359	50836370	-	0.000	0.000	Merged-chr9-50836533-61
NR7523--MA0089.1.MAFG::NFE2L1	chr4	33390860	33390865	+	0.000	0.000	Merged-chr4-33390737-19
NR397--MA0591.1.Bach1::Mafk	chr1	91626341	91626355	+	0.000	0.000	Merged-chr1-91626193-21
NR7449--MA0089.1.MAFG::NFE2L1	chr4	3660133	3660138	-	0.000	0.000	Merged-chr4-3660095-25
NR1637--MA0591.1.Bach1::Mafk	chr11	23570309	23570323	-	0.000	0.000	Merged-chr11-23570355-13
NR3542--MA0496.2.MAFK	chr14	73253943	73253961	+	0.000	0.000	Merged-chr14-73253840-37
NR8552--MA0089.1.MAFG::NFE2L1	chr5	105798651	105798656	-	0.000	0.000	Merged-chr5-105798670-49
NR8739--MA0591.1.Bach1::Mafk	chr5	146818957	146818971	+	0.000	0.000	Merged-chr5-146819020-14
NR3795--MA0117.2.Mafb	chr15	36474672	36474683	+	0.000	0.000	Merged-chr15-36474869-12
NR5957--MA0117.2.Mafb	chr2	68960270	68960281	-	0.000	0.000	Merged-chr2-68960084-49
NR2336--MA0496.2.MAFK	chr12	77666583	77666601	+	0.000	0.000	Merged-chr12-77666709-12
NR7591--MA0501.1.MAF::NFE2	chr4	46095680	46095694	+	0.000	0.000	Merged-chr4-46095668-16
NR7139--MA0659.1.MAFG	chr3	115642813	115642833	+	0.000	0.000	Merged-chr3-115642696-110
NR2617--MA0591.1.Bach1::Mafk	chr13	6626713	6626727	+	0.000	0.000	Merged-chr13-6626818-32
NR1036--MA0496.2.MAFK	chr10	25140547	25140565	+	0.000	0.000	Merged-chr10-25140477-16
NR2587--MA0496.2.MAFK	chr12	117268661	117268679	-	0.000	0.000	Merged-chr12-117268849-13
NR9162--MA0501.1.MAF::NFE2	chr6	108895322	108895336	+	0.000	0.000	Merged-chr6-108895381-27
NR9996--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR6038--MA0089.1.MAFG::NFE2L1	chr2	83746474	83746479	+	0.000	0.000	Merged-chr2-83746640-22
NR3555--MA0591.1.Bach1::Mafk	chr14	75444959	75444973	+	0.000	0.000	Merged-chr14-75444835-23
NR8842--MA0501.1.MAF::NFE2	chr6	28351379	28351393	+	0.000	0.000	Merged-chr6-28351294-19
NR1885--MA0659.1.MAFG	chr11	85324146	85324166	-	0.000	0.000	Merged-chr11-85324179-42
NR9300--MA0089.1.MAFG::NFE2L1	chr6	125229122	125229127	+	0.000	0.000	Merged-chr6-125228994-3
NR3071--MA0659.1.MAFG	chr13	108763560	108763580	-	0.000	0.000	Merged-chr13-108763497-25
NR5276--MA0591.1.Bach1::Mafk	chr18	70520982	70520996	-	0.000	0.000	Merged-chr18-70520943-32
NR6560--MA0659.1.MAFG	chr2	169398491	169398511	+	0.000	0.000	Merged-chr2-169398588-9
NR2722--MA0496.2.MAFK	chr13	41683041	41683059	+	0.000	0.000	Merged-chr13-41683049-20
NR8296--MA0591.1.Bach1::Mafk	chr5	43355334	43355348	+	0.000	0.000	Merged-chr5-43355421-55
NR4179--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR7254--MA0089.1.MAFG::NFE2L1	chr3	133563942	133563947	-	0.000	0.000	Merged-chr3-133563771-42
NR5195--MA0089.1.MAFG::NFE2L1	chr18	58556472	58556477	-	0.000	0.000	Merged-chr18-58556356-7
NR8253--MA0591.1.Bach1::Mafk	chr5	34430984	34430998	+	0.000	0.000	Merged-chr5-34430803-28
NR1863--MA0501.1.MAF::NFE2	chr11	80505141	80505155	+	0.000	0.000	Merged-chr11-80505144-23
NR8297--MA0659.1.MAFG	chr5	43355331	43355351	+	0.000	0.000	Merged-chr5-43355421-55
NR9728--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR7534--MA0659.1.MAFG	chr4	33467334	33467354	-	0.000	0.000	Merged-chr4-33467571-48
NR6687--MA0501.1.MAF::NFE2	chr3	9500065	9500079	-	0.000	0.000	Merged-chr3-9499976-58
NR1593--MA0495.2.MAFF	chr11	11497907	11497927	-	0.000	0.000	Merged-chr11-11498094-24
NR8618--MA0495.2.MAFF	chr5	118709906	118709926	-	0.000	0.000	Merged-chr5-118710096-15
NR2580--MA0495.2.MAFF	chr12	117268660	117268680	-	0.000	0.000	Merged-chr12-117268849-13
NR5841--MA0495.2.MAFF	chr2	44953119	44953139	-	0.000	0.000	Merged-chr2-44953031-31
NR6036--MA0501.1.MAF::NFE2	chr2	83700882	83700896	+	0.000	0.000	Merged-chr2-83700891-43
NR8958--MA0496.2.MAFK	chr6	65818424	65818442	-	0.000	0.000	Merged-chr6-65818480-32
NR3554--MA0495.2.MAFF	chr14	75444956	75444976	-	0.000	0.000	Merged-chr14-75444835-23
NR4450--MA0501.1.MAF::NFE2	chr16	87725009	87725023	-	0.000	0.000	Merged-chr16-87725101-16
NR1164--MA0495.2.MAFF	chr10	58480373	58480393	+	0.000	0.000	Merged-chr10-58480234-23
NR8300--MA0496.2.MAFK	chr5	43355332	43355350	+	0.000	0.000	Merged-chr5-43355421-55
NR9598--MA0501.1.MAF::NFE2	chr7	49762883	49762897	+	0.000	0.000	Merged-chr7-49762758-15
NR6815--MA0495.2.MAFF	chr3	41062071	41062091	-	0.000	0.000	Merged-chr3-41062130-17
NR5752--MA0495.2.MAFF	chr2	24642977	24642997	+	0.000	0.000	Merged-chr2-24642906-28
NR6933--MA0117.2.Mafb	chr3	79153326	79153337	+	0.000	0.000	Merged-chr3-79153347-66
NR325--MA0591.1.Bach1::Mafk	chr1	83006366	83006380	-	0.000	0.000	Merged-chr1-83006483-46
NR8024--MA0591.1.Bach1::Mafk	chr4	144998410	144998424	-	0.000	0.000	Merged-chr4-144998591-35
NR10644--MA0501.1.MAF::NFE2	chr9	14559645	14559659	+	0.000	0.000	Merged-chr9-14559722-16
NR3716--MA0501.1.MAF::NFE2	chr14	121710372	121710386	-	0.000	0.000	Merged-chr14-121710333-21
NR3540--MA0501.1.MAF::NFE2	chr14	73170124	73170138	+	0.000	0.000	Merged-chr14-73170198-47
NR4201--MA0496.2.MAFK	chr16	23262324	23262342	+	0.000	0.000	Merged-chr16-23262371-32
NR2222--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR10648--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR7250--MA0501.1.MAF::NFE2	chr3	132927884	132927898	-	0.000	0.000	Merged-chr3-132927951-20
NR5692--MA0659.1.MAFG	chr2	9986389	9986409	-	0.000	0.000	Merged-chr2-9986324-23
NR5525--MA0089.1.MAFG::NFE2L1	chr19	32496638	32496643	+	0.000	0.000	Merged-chr19-32496642-11
NR10822--MA0089.1.MAFG::NFE2L1	chr9	56128376	56128381	+	0.000	0.000	Merged-chr9-56128365-14
NR10857--MA0496.2.MAFK	chr9	62510660	62510678	+	0.000	0.000	Merged-chr9-62510656-38
NR4589--MA0659.1.MAFG	chr17	5239082	5239102	+	0.000	0.000	Merged-chr17-5238914-28
NR1594--MA0591.1.Bach1::Mafk	chr11	11497910	11497924	+	0.000	0.000	Merged-chr11-11498094-24
NR11273--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR4591--MA0496.2.MAFK	chr17	5239083	5239101	-	0.000	0.000	Merged-chr17-5238914-28
NR6562--MA0501.1.MAF::NFE2	chr2	169398497	169398511	+	0.000	0.000	Merged-chr2-169398588-9
NR3262--MA0089.1.MAFG::NFE2L1	chr14	21525975	21525980	+	0.000	0.000	Merged-chr14-21525854-33
NR4393--MA0089.1.MAFG::NFE2L1	chr16	76350973	76350978	+	0.000	0.000	Merged-chr16-76351075-19
NR5526--MA0591.1.Bach1::Mafk	chr19	32523999	32524013	+	0.000	0.000	Merged-chr19-32523975-16
NR2520--MA0089.1.MAFG::NFE2L1	chr12	110389608	110389613	+	0.000	0.000	Merged-chr12-110389691-32
NR3068--MA0495.2.MAFF	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR1324--MA0501.1.MAF::NFE2	chr10	89487169	89487183	+	0.000	0.000	Merged-chr10-89487316-19
NR2311--MA0117.2.Mafb	chr12	73746294	73746305	+	0.000	0.000	Merged-chr12-73746193-23
NR10870--MA0501.1.MAF::NFE2	chr9	66615320	66615334	+	0.000	0.000	Merged-chr9-66615364-32
NR792--MA0501.1.MAF::NFE2	chr1	176986349	176986363	-	0.000	0.000	Merged-chr1-176986467-25
NR6189--MA0089.1.MAFG::NFE2L1	chr2	117365607	117365612	+	0.000	0.000	Merged-chr2-117365460-12
NR6565--MA0089.1.MAFG::NFE2L1	chr2	169398676	169398681	-	0.000	0.000	Merged-chr2-169398588-9
