#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR41802--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR19073--MA0039.3.KLF4	chr15	93273100	93273110	+	0.000	0.000	Merged-chr15-93272956-59
NR17598--MA0599.1.KLF5	chr15	31117566	31117575	-	0.000	0.000	Merged-chr15-31117559-26
NR34374--MA0039.3.KLF4	chr4	21842769	21842779	+	0.000	0.000	Merged-chr4-21842691-16
NR17593--MA0493.1.Klf1	chr15	31117490	31117500	-	0.000	0.000	Merged-chr15-31117559-26
NR33084--MA0493.1.Klf1	chr3	107233421	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR32241--MA0599.1.KLF5	chr3	69205477	69205486	+	0.000	0.000	Merged-chr3-69205788-82
NR17696--MA0740.1.KLF14	chr15	36241631	36241644	-	0.000	0.000	Merged-chr15-36241584-11
NR21569--MA0599.1.KLF5	chr17	12759379	12759388	+	0.000	0.000	Merged-chr17-12759489-26
NR54863--MA0741.1.KLF16	chr9	123845250	123845260	-	0.000	0.000	Merged-chr9-123845275-20
NR2670--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR42169--MA0599.1.KLF5	chr6	8648813	8648822	+	0.000	0.000	Merged-chr6-8648625-101
NR44769--MA0493.1.Klf1	chr6	140466175	140466185	-	0.000	0.000	Merged-chr6-140466408-37
NR22537--MA1107.1.KLF9	chr17	35706196	35706208	-	0.000	0.000	Merged-chr17-35706172-14
NR21568--MA0742.1.Klf12	chr17	12759378	12759392	+	0.000	0.000	Merged-chr17-12759489-26
NR2790--MA1107.1.KLF9	chr1	165816640	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR8865--MA0599.1.KLF5	chr11	83540946	83540955	+	0.000	0.000	Merged-chr11-83541106-19
NR39703--MA0741.1.KLF16	chr5	103365785	103365795	-	0.000	0.000	Merged-chr5-103365833-17
NR6319--MA0742.1.Klf12	chr10	118884340	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR44766--MA0742.1.Klf12	chr6	140466171	140466185	-	0.000	0.000	Merged-chr6-140466408-37
NR1446--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR40020--MA1107.1.KLF9	chr5	112239780	112239792	-	0.000	0.000	Merged-chr5-112239781-12
NR3782--MA1107.1.KLF9	chr10	8535716	8535728	+	0.000	0.000	Merged-chr10-8535682-19
NR40007--MA1107.1.KLF9	chr5	112239735	112239747	-	0.000	0.000	Merged-chr5-112239781-12
NR40002--MA0039.3.KLF4	chr5	112239735	112239745	-	0.000	0.000	Merged-chr5-112239781-12
NR44090--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR33082--MA0740.1.KLF14	chr3	107233418	107233431	-	0.000	0.000	Merged-chr3-107233528-55
