#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR6233--MA0501.1.MAF::NFE2	chr3	37292937	37292951	-	0.000	0.000	Merged-chr3-37292848-26
NR6387--MA0496.2.MAFK	chr3	93598160	93598178	-	0.000	0.000	Merged-chr3-93598203-11
NR187--MA0659.1.MAFG	chr1	64486460	64486480	+	0.000	0.000	Merged-chr1-64486540-36
NR3357--MA0117.2.Mafb	chr14	59553434	59553445	-	0.000	0.000	Merged-chr14-59553394-22
NR786--MA0089.1.MAFG::NFE2L1	chr1	183987870	183987875	+	0.000	0.000	Merged-chr1-183987914-47
NR382--MA0089.1.MAFG::NFE2L1	chr1	106515788	106515793	+	0.000	0.000	Merged-chr1-106515798-55
NR7645--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR5449--MA0501.1.MAF::NFE2	chr2	34977337	34977351	+	0.000	0.000	Merged-chr2-34977109-71
NR9422--MA0591.1.Bach1::Mafk	chr8	72331325	72331339	-	0.000	0.000	Merged-chr8-72331186-66
NR4964--MA0591.1.Bach1::Mafk	chr18	68190137	68190151	-	0.000	0.000	Merged-chr18-68190088-51
NR66--MA0495.2.MAFF	chr1	39196872	39196892	+	0.000	0.000	Merged-chr1-39196974-45
NR445--MA0501.1.MAF::NFE2	chr1	127306509	127306523	+	0.000	0.000	Merged-chr1-127306528-2
NR10427--MA0501.1.MAF::NFE2	chrX	113075046	113075060	-	0.000	0.000	Merged-chrX-113075086-29
NR1197--MA0591.1.Bach1::Mafk	chr10	89589889	89589903	-	0.000	0.000	Merged-chr10-89590018-36
NR9378--MA0117.2.Mafb	chr8	68212202	68212213	+	0.000	0.000	Merged-chr8-68212337-24
NR8698--MA0089.1.MAFG::NFE2L1	chr7	24457919	24457924	-	0.000	0.000	Merged-chr7-24457903-49
NR9056--MA0659.1.MAFG	chr7	112238917	112238937	-	0.000	0.000	Merged-chr7-112238810-51
NR8857--MA0591.1.Bach1::Mafk	chr7	79301006	79301020	+	0.000	0.000	Merged-chr7-79300921-71
NR4164--MA0496.2.MAFK	chr16	48594652	48594670	+	0.000	0.000	Merged-chr16-48594719-53
NR1952--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR1749--MA0501.1.MAF::NFE2	chr11	82195119	82195133	-	0.000	0.000	Merged-chr11-82195229-33
NR10049--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR4360--MA0089.1.MAFG::NFE2L1	chr17	5138740	5138745	-	0.000	0.000	Merged-chr17-5138884-51
NR7226--MA0117.2.Mafb	chr4	144906688	144906699	-	0.000	0.000	Merged-chr4-144906777-28
NR4842--MA0591.1.Bach1::Mafk	chr18	46381137	46381151	-	0.000	0.000	Merged-chr18-46381195-31
NR9496--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR6931--MA0496.2.MAFK	chr4	88079189	88079207	-	0.000	0.000	Merged-chr4-88079193-33
NR9753--MA0496.2.MAFK	chr9	7501376	7501394	-	0.000	0.000	Merged-chr9-7501482-49
NR8697--MA0501.1.MAF::NFE2	chr7	24450797	24450811	+	0.000	0.000	Merged-chr7-24450719-31
NR4788--MA0495.2.MAFF	chr18	24116934	24116954	-	0.000	0.000	Merged-chr18-24116838-23
NR8366--MA0659.1.MAFG	chr6	121210700	121210720	+	0.000	0.000	Merged-chr6-121210795-40
NR4792--MA0496.2.MAFK	chr18	24116935	24116953	+	0.000	0.000	Merged-chr18-24116838-23
NR9255--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR183--MA0496.2.MAFK	chr1	64486399	64486417	+	0.000	0.000	Merged-chr1-64486540-36
NR6050--MA0089.1.MAFG::NFE2L1	chr2	170247903	170247908	+	0.000	0.000	Merged-chr2-170247949-28
NR4407--MA0089.1.MAFG::NFE2L1	chr17	17845633	17845638	+	0.000	0.000	Merged-chr17-17845619-46
NR7787--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR446--MA0501.1.MAF::NFE2	chr1	127306503	127306517	-	0.000	0.000	Merged-chr1-127306528-2
NR7608--MA0591.1.Bach1::Mafk	chr5	92353809	92353823	+	0.000	0.000	Merged-chr5-92353751-46
NR1317--MA0089.1.MAFG::NFE2L1	chr10	116746877	116746882	+	0.000	0.000	Merged-chr10-116746686-40
NR5132--MA0089.1.MAFG::NFE2L1	chr19	14695500	14695505	+	0.000	0.000	Merged-chr19-14695584-43
NR9902--MA0496.2.MAFK	chr9	48538218	48538236	-	0.000	0.000	Merged-chr9-48538454-59
NR5549--MA0089.1.MAFG::NFE2L1	chr2	70844981	70844986	+	0.000	0.000	Merged-chr2-70845075-67
NR8624--MA0089.1.MAFG::NFE2L1	chr6	146185786	146185791	-	0.000	0.000	Merged-chr6-146185680-43
NR3160--MA0089.1.MAFG::NFE2L1	chr13	112970387	112970392	-	0.000	0.000	Merged-chr13-112970510-24
NR10345--MA0117.2.Mafb	chrX	57144074	57144085	-	0.000	0.000	Merged-chrX-57144211-21
NR4518--MA0089.1.MAFG::NFE2L1	chr17	44456914	44456919	-	0.000	0.000	Merged-chr17-44456765-2
