#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR37880--MA0039.3.KLF4	chr4	119962575	119962585	+	0.000	0.000	Merged-chr4-119962727-36
NR2721--MA1107.1.KLF9	chr1	165816463	165816475	-	0.000	0.000	Merged-chr1-165816619-40
NR610--MA0493.1.Klf1	chr1	55489578	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR41912--MA0742.1.Klf12	chr5	112215378	112215392	+	0.000	0.000	Merged-chr5-112215474-7
NR41707--MA0742.1.Klf12	chr5	107303700	107303714	+	0.000	0.000	Merged-chr5-107303598-32
NR41941--MA0493.1.Klf1	chr5	112239746	112239756	-	0.000	0.000	Merged-chr5-112239781-12
NR55844--MA0741.1.KLF16	chr9	79895083	79895093	+	0.000	0.000	Merged-chr9-79895109-7
NR41936--MA0039.3.KLF4	chr5	112239720	112239730	-	0.000	0.000	Merged-chr5-112239781-12
NR11075--MA0039.3.KLF4	chr11	118035184	118035194	-	0.000	0.000	Merged-chr11-118035350-21
NR45996--MA1107.1.KLF9	chr6	119217775	119217787	+	0.000	0.000	Merged-chr6-119217771-9
NR39949--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR6341--MA0740.1.KLF14	chr10	111571231	111571244	+	0.000	0.000	Merged-chr10-111571158-21
NR54075--MA0740.1.KLF14	chr8	124265924	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR53637--MA1107.1.KLF9	chr8	115408664	115408676	+	0.000	0.000	Merged-chr8-115408581-14
NR21851--MA0741.1.KLF16	chr16	76357270	76357280	-	0.000	0.000	Merged-chr16-76357413-27
NR8729--MA1107.1.KLF9	chr11	70622583	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR54076--MA0657.1.KLF13	chr8	124265921	124265938	-	0.000	0.000	Merged-chr8-124265993-45
NR37867--MA0740.1.KLF14	chr4	119947765	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR26378--MA0493.1.Klf1	chr18	74213987	74213997	-	0.000	0.000	Merged-chr18-74213885-15
NR54079--MA0493.1.Klf1	chr8	124265927	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR21945--MA0493.1.Klf1	chr16	84800003	84800013	+	0.000	0.000	Merged-chr16-84800124-30
NR14074--MA0493.1.Klf1	chr13	45455939	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR9542--MA1107.1.KLF9	chr11	89024216	89024228	+	0.000	0.000	Merged-chr11-89024298-29
NR8220--MA0493.1.Klf1	chr11	58096413	58096423	+	0.000	0.000	Merged-chr11-58096378-33
NR37874--MA1107.1.KLF9	chr4	119947766	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR45981--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR22713--MA0493.1.Klf1	chr17	12759378	12759388	+	0.000	0.000	Merged-chr17-12759489-26
NR11074--MA0599.1.KLF5	chr11	118035186	118035195	-	0.000	0.000	Merged-chr11-118035350-21
NR17376--MA0599.1.KLF5	chr14	70336494	70336503	-	0.000	0.000	Merged-chr14-70336398-19
NR27257--MA0039.3.KLF4	chr19	9116439	9116449	-	0.000	0.000	Merged-chr19-9116540-6
NR1723--MA0039.3.KLF4	chr1	128366550	128366560	-	0.000	0.000	Merged-chr1-128366514-8
NR41943--MA1107.1.KLF9	chr5	112239744	112239756	-	0.000	0.000	Merged-chr5-112239781-12
NR39948--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR45977--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR2720--MA0493.1.Klf1	chr1	165816471	165816481	-	0.000	0.000	Merged-chr1-165816619-40
NR10320--MA0741.1.KLF16	chr11	103808764	103808774	-	0.000	0.000	Merged-chr11-103808730-15
NR15896--MA0740.1.KLF14	chr13	113549198	113549211	+	0.000	0.000	Merged-chr13-113549207-25
NR43900--MA0493.1.Klf1	chr5	150262887	150262897	+	0.000	0.000	Merged-chr5-150262822-29
NR27791--MA1107.1.KLF9	chr19	37333673	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR10115--MA0599.1.KLF5	chr11	101171551	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR21025--MA0741.1.KLF16	chr16	23286520	23286530	+	0.000	0.000	Merged-chr16-23286554-38
NR27979--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR15897--MA0657.1.KLF13	chr13	113549197	113549214	+	0.000	0.000	Merged-chr13-113549207-25
NR44624--MA0741.1.KLF16	chr6	50389182	50389192	+	0.000	0.000	Merged-chr6-50389252-7
NR23337--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR30561--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR35866--MA1107.1.KLF9	chr3	149394066	149394078	-	0.000	0.000	Merged-chr3-149393865-18
NR27900--MA0493.1.Klf1	chr19	40666052	40666062	+	0.000	0.000	Merged-chr19-40666029-20
NR27899--MA0039.3.KLF4	chr19	40666054	40666064	+	0.000	0.000	Merged-chr19-40666029-20
NR27256--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR3292--MA0741.1.KLF16	chr1	184013531	184013541	-	0.000	0.000	Merged-chr1-184013369-24
NR23335--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR9540--MA1107.1.KLF9	chr11	89024212	89024224	+	0.000	0.000	Merged-chr11-89024298-29
NR42621--MA0657.1.KLF13	chr5	124084528	124084545	-	0.000	0.000	Merged-chr5-124084583-83
NR56083--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR3690--MA0039.3.KLF4	chr1	191803603	191803613	-	0.000	0.000	Merged-chr1-191803516-12
NR5624--MA0742.1.Klf12	chr10	81401863	81401877	+	0.000	0.000	Merged-chr10-81401925-26
NR2722--MA1107.1.KLF9	chr1	165816469	165816481	-	0.000	0.000	Merged-chr1-165816619-40
NR41914--MA0039.3.KLF4	chr5	112215380	112215390	+	0.000	0.000	Merged-chr5-112215474-7
NR53921--MA0741.1.KLF16	chr8	122430372	122430382	+	0.000	0.000	Merged-chr8-122430402-7
NR45851--MA0741.1.KLF16	chr6	115989755	115989765	+	0.000	0.000	Merged-chr6-115989651-28
NR41932--MA0039.3.KLF4	chr5	112239684	112239694	-	0.000	0.000	Merged-chr5-112239781-12
NR27978--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR53923--MA0039.3.KLF4	chr8	122430531	122430541	+	0.000	0.000	Merged-chr8-122430402-7
NR23622--MA1107.1.KLF9	chr17	35706196	35706208	-	0.000	0.000	Merged-chr17-35706172-14
NR10319--MA0599.1.KLF5	chr11	103808765	103808774	-	0.000	0.000	Merged-chr11-103808730-15
NR8218--MA0740.1.KLF14	chr11	58096413	58096426	+	0.000	0.000	Merged-chr11-58096378-33
NR1446--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR50788--MA0741.1.KLF16	chr7	136164719	136164729	+	0.000	0.000	Merged-chr7-136164647-23
NR4268--MA0599.1.KLF5	chr10	24639747	24639756	-	0.000	0.000	Merged-chr10-24639829-10
NR41709--MA0039.3.KLF4	chr5	107303702	107303712	+	0.000	0.000	Merged-chr5-107303598-32
NR34793--MA0599.1.KLF5	chr3	107828157	107828166	+	0.000	0.000	Merged-chr3-107828043-26
NR56796--MA0493.1.Klf1	chr9	114016562	114016572	-	0.000	0.000	Merged-chr9-114016465-30
NR41979--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR23333--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR37876--MA0740.1.KLF14	chr4	119962573	119962586	+	0.000	0.000	Merged-chr4-119962727-36
NR27897--MA0039.3.KLF4	chr19	40665956	40665966	-	0.000	0.000	Merged-chr19-40666029-20
NR21028--MA0741.1.KLF16	chr16	23286639	23286649	-	0.000	0.000	Merged-chr16-23286554-38
