#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR17344--MA0599.1.KLF5	chr14	73290094	73290103	-	0.000	0.000	Merged-chr14-73290096-39
NR98--MA0493.1.Klf1	chr1	13301832	13301842	+	0.000	0.000	Merged-chr1-13301807-39
NR56468--MA0039.3.KLF4	chr9	87026078	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR45595--MA0493.1.Klf1	chr6	85147856	85147866	+	0.000	0.000	Merged-chr6-85147771-14
NR6927--MA0599.1.KLF5	chr10	118884207	118884216	+	0.000	0.000	Merged-chr10-118884259-20
NR54657--MA0599.1.KLF5	chr8	128420725	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR8471--MA0599.1.KLF5	chr11	57952970	57952979	-	0.000	0.000	Merged-chr11-57952769-40
NR14343--MA0740.1.KLF14	chr13	56488193	56488206	+	0.000	0.000	Merged-chr13-56488123-20
NR14503--MA0741.1.KLF16	chr13	63189568	63189578	-	0.000	0.000	Merged-chr13-63189715-33
NR46190--MA0657.1.KLF13	chr6	108630896	108630913	+	0.000	0.000	Merged-chr6-108631007-44
NR356--MA0039.3.KLF4	chr1	36274543	36274553	+	0.000	0.000	Merged-chr1-36274584-22
NR18452--MA0599.1.KLF5	chr15	34389240	34389249	-	0.000	0.000	Merged-chr15-34389092-27
NR21986--MA0599.1.KLF5	chr16	95860800	95860809	+	0.000	0.000	Merged-chr16-95860989-42
NR33765--MA0742.1.Klf12	chr3	60785691	60785705	+	0.000	0.000	Merged-chr3-60785574-76
NR2490--MA0039.3.KLF4	chr1	153087962	153087972	+	0.000	0.000	Merged-chr1-153087969-27
NR21819--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR54956--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR42450--MA0039.3.KLF4	chr5	113828342	113828352	-	0.000	0.000	Merged-chr5-113828538-48
NR42460--MA0493.1.Klf1	chr5	113842509	113842519	-	0.000	0.000	Merged-chr5-113842401-77
NR38843--MA1107.1.KLF9	chr4	132749034	132749046	-	0.000	0.000	Merged-chr4-132748989-25
NR39524--MA0741.1.KLF16	chr4	144901743	144901753	+	0.000	0.000	Merged-chr4-144901724-37
NR3913--MA0599.1.KLF5	chr1	191097833	191097842	+	0.000	0.000	Merged-chr1-191097986-4
NR54057--MA0741.1.KLF16	chr8	116645534	116645544	-	0.000	0.000	Merged-chr8-116645599-31
NR12804--MA0599.1.KLF5	chr12	103116816	103116825	+	0.000	0.000	Merged-chr12-103116842-39
NR3358--MA0599.1.KLF5	chr1	176827654	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR57035--MA1107.1.KLF9	chr9	107334439	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR22806--MA0039.3.KLF4	chr17	25584134	25584144	+	0.000	0.000	Merged-chr17-25583989-33
NR35131--MA0493.1.Klf1	chr3	115758852	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR4870--MA0742.1.Klf12	chr10	53461606	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR17488--MA0740.1.KLF14	chr14	78687918	78687931	+	0.000	0.000	Merged-chr14-78687892-42
NR11368--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR51449--MA0742.1.Klf12	chr7	142354081	142354095	+	0.000	0.000	Merged-chr7-142354183-49
NR13898--MA0493.1.Klf1	chr13	38503599	38503609	+	0.000	0.000	Merged-chr13-38503650-43
NR50437--MA0599.1.KLF5	chr7	114356566	114356575	-	0.000	0.000	Merged-chr7-114356592-29
NR13095--MA0740.1.KLF14	chr12	110503647	110503660	+	0.000	0.000	Merged-chr12-110503523-43
NR35130--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR52056--MA1107.1.KLF9	chr8	27201162	27201174	-	0.000	0.000	Merged-chr8-27201067-26
NR58481--MA0742.1.Klf12	chrX	102031805	102031819	+	0.000	0.000	Merged-chrX-102031926-48
NR17496--MA1107.1.KLF9	chr14	78687918	78687930	+	0.000	0.000	Merged-chr14-78687892-42
NR13874--MA0741.1.KLF16	chr13	35131732	35131742	+	0.000	0.000	Merged-chr13-35131726-73
NR35708--MA0742.1.Klf12	chr3	136556568	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR31140--MA0742.1.Klf12	chr2	122673094	122673108	+	0.000	0.000	Merged-chr2-122673136-39
NR54021--MA1107.1.KLF9	chr8	114888548	114888560	-	0.000	0.000	Merged-chr8-114888790-56
NR56630--MA0039.3.KLF4	chr9	95959964	95959974	-	0.000	0.000	Merged-chr9-95959798-44
NR7954--MA1107.1.KLF9	chr11	32211339	32211351	+	0.000	0.000	Merged-chr11-32211226-20
NR39065--MA1107.1.KLF9	chr4	134734841	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR46170--MA0039.3.KLF4	chr6	108338391	108338401	-	0.000	0.000	Merged-chr6-108338556-41
NR11848--MA1107.1.KLF9	chr12	55392949	55392961	+	0.000	0.000	Merged-chr12-55392987-35
NR40867--MA1107.1.KLF9	chr5	35176592	35176604	+	0.000	0.000	Merged-chr5-35176446-65
NR10367--MA0741.1.KLF16	chr11	104631540	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR38839--MA0039.3.KLF4	chr4	132749052	132749062	-	0.000	0.000	Merged-chr4-132748989-25
NR31144--MA0741.1.KLF16	chr2	122673095	122673105	+	0.000	0.000	Merged-chr2-122673136-39
NR54656--MA0742.1.Klf12	chr8	128420724	128420738	+	0.000	0.000	Merged-chr8-128420826-46
NR18009--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR55563--MA0039.3.KLF4	chr9	52070150	52070160	-	0.000	0.000	Merged-chr9-52070216-22
NR51571--MA1107.1.KLF9	chr7	143724082	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR29921--MA0039.3.KLF4	chr2	71275421	71275431	+	0.000	0.000	Merged-chr2-71275399-1
NR12853--MA1107.1.KLF9	chr12	105001113	105001125	+	0.000	0.000	Merged-chr12-105001185-43
NR41654--MA0599.1.KLF5	chr5	77144803	77144812	-	0.000	0.000	Merged-chr5-77144936-48
NR32117--MA1107.1.KLF9	chr2	157147998	157148010	-	0.000	0.000	Merged-chr2-157147783-53
NR35047--MA0493.1.Klf1	chr3	109133237	109133247	+	0.000	0.000	Merged-chr3-109133281-24
NR25490--MA0039.3.KLF4	chr18	39141874	39141884	-	0.000	0.000	Merged-chr18-39141814-16
NR46194--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR41648--MA0741.1.KLF16	chr5	77140303	77140313	+	0.000	0.000	Merged-chr5-77140362-54
NR33427--MA0493.1.Klf1	chr3	37387237	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR27554--MA1107.1.KLF9	chr19	37333673	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR14497--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR14478--MA1107.1.KLF9	chr13	60935306	60935318	-	0.000	0.000	Merged-chr13-60935285-22
NR537--MA1107.1.KLF9	chr1	40386302	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR54221--MA0742.1.Klf12	chr8	120701894	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR2416--MA1107.1.KLF9	chr1	151083919	151083931	-	0.000	0.000	Merged-chr1-151084034-24
NR46521--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR41323--MA0599.1.KLF5	chr5	64651479	64651488	+	0.000	0.000	Merged-chr5-64651532-36
NR56467--MA0599.1.KLF5	chr9	87026077	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR95--MA0742.1.Klf12	chr1	13301832	13301846	+	0.000	0.000	Merged-chr1-13301807-39
NR21118--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR23790--MA1107.1.KLF9	chr17	47943116	47943128	+	0.000	0.000	Merged-chr17-47943297-31
NR55685--MA0741.1.KLF16	chr9	57339936	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR50028--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR42708--MA0493.1.Klf1	chr5	118404355	118404365	-	0.000	0.000	Merged-chr5-118404562-37
NR54058--MA1107.1.KLF9	chr8	116645533	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR54225--MA0741.1.KLF16	chr8	120701897	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR355--MA0599.1.KLF5	chr1	36274542	36274551	+	0.000	0.000	Merged-chr1-36274584-22
NR6995--MA0741.1.KLF16	chr10	121382683	121382693	-	0.000	0.000	Merged-chr10-121382753-17
NR39224--MA0599.1.KLF5	chr4	137603710	137603719	+	0.000	0.000	Merged-chr4-137603877-24
NR18642--MA0599.1.KLF5	chr15	51803265	51803274	-	0.000	0.000	Merged-chr15-51803142-36
NR54095--MA0599.1.KLF5	chr8	117074550	117074559	+	0.000	0.000	Merged-chr8-117074609-38
NR27596--MA0599.1.KLF5	chr19	38746206	38746215	-	0.000	0.000	Merged-chr19-38746267-36
NR18754--MA0599.1.KLF5	chr15	58655124	58655133	+	0.000	0.000	Merged-chr15-58655104-54
NR40863--MA0741.1.KLF16	chr5	35176571	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR11317--MA0493.1.Klf1	chr12	13518263	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR46307--MA0657.1.KLF13	chr6	115594633	115594650	-	0.000	0.000	Merged-chr6-115594731-47
NR25963--MA0741.1.KLF16	chr18	65107251	65107261	+	0.000	0.000	Merged-chr18-65107334-45
NR2582--MA1107.1.KLF9	chr1	155173709	155173721	-	0.000	0.000	Merged-chr1-155173464-79
NR8410--MA0493.1.Klf1	chr11	55131118	55131128	+	0.000	0.000	Merged-chr11-55131266-10
NR22805--MA0599.1.KLF5	chr17	25584133	25584142	+	0.000	0.000	Merged-chr17-25583989-33
NR27591--MA0493.1.Klf1	chr19	38746135	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR11367--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR15571--MA0657.1.KLF13	chr13	110044579	110044596	+	0.000	0.000	Merged-chr13-110044688-32
NR47423--MA1107.1.KLF9	chr6	146081156	146081168	-	0.000	0.000	Merged-chr6-146081045-99
NR4874--MA1107.1.KLF9	chr10	53461608	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR13877--MA1107.1.KLF9	chr13	35131735	35131747	+	0.000	0.000	Merged-chr13-35131726-73
NR34026--MA0599.1.KLF5	chr3	84022795	84022804	-	0.000	0.000	Merged-chr3-84022944-34
NR42448--MA0742.1.Klf12	chr5	113828340	113828354	-	0.000	0.000	Merged-chr5-113828538-48
NR20123--MA0741.1.KLF16	chr15	101388000	101388010	+	0.000	0.000	Merged-chr15-101388154-52
NR5938--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR49640--MA0599.1.KLF5	chr7	81179565	81179574	-	0.000	0.000	Merged-chr7-81179607-41
NR31212--MA1107.1.KLF9	chr2	126491622	126491634	+	0.000	0.000	Merged-chr2-126491626-26
NR50560--MA0599.1.KLF5	chr7	118499362	118499371	+	0.000	0.000	Merged-chr7-118499270-20
NR40861--MA0599.1.KLF5	chr5	35176572	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR38838--MA0599.1.KLF5	chr4	132749054	132749063	-	0.000	0.000	Merged-chr4-132748989-25
NR10618--MA0599.1.KLF5	chr11	113802537	113802546	-	0.000	0.000	Merged-chr11-113802652-27
NR54566--MA0599.1.KLF5	chr8	125725414	125725423	-	0.000	0.000	Merged-chr8-125725496-61
NR2735--MA0741.1.KLF16	chr1	159813015	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR13900--MA0742.1.Klf12	chr13	38503655	38503669	+	0.000	0.000	Merged-chr13-38503650-43
NR53000--MA0039.3.KLF4	chr8	75082632	75082642	-	0.000	0.000	Merged-chr8-75082480-28
NR34064--MA0741.1.KLF16	chr3	84772124	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR56037--MA0039.3.KLF4	chr9	69034433	69034443	-	0.000	0.000	Merged-chr9-69034461-64
NR8419--MA0039.3.KLF4	chr11	55131275	55131285	+	0.000	0.000	Merged-chr11-55131266-10
NR49500--MA0039.3.KLF4	chr7	79262509	79262519	+	0.000	0.000	Merged-chr7-79262630-29
NR29920--MA0599.1.KLF5	chr2	71275420	71275429	+	0.000	0.000	Merged-chr2-71275399-1
NR8245--MA0741.1.KLF16	chr11	51577731	51577741	+	0.000	0.000	Merged-chr11-51577778-26
NR23730--MA0599.1.KLF5	chr17	47225527	47225536	-	0.000	0.000	Merged-chr17-47225554-43
NR54220--MA0740.1.KLF14	chr8	120701895	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR2725--MA0657.1.KLF13	chr1	159813010	159813027	-	0.000	0.000	Merged-chr1-159812982-41
NR46963--MA0741.1.KLF16	chr6	134903786	134903796	+	0.000	0.000	Merged-chr6-134903917-75
NR58482--MA0493.1.Klf1	chrX	102031805	102031815	+	0.000	0.000	Merged-chrX-102031926-48
NR2618--MA0741.1.KLF16	chr1	156206189	156206199	+	0.000	0.000	Merged-chr1-156206326-26
NR17192--MA0741.1.KLF16	chr14	67911768	67911778	-	0.000	0.000	Merged-chr14-67911920-26
NR825--MA0039.3.KLF4	chr1	60875403	60875413	-	0.000	0.000	Merged-chr1-60875356-55
NR47940--MA0599.1.KLF5	chr7	19790020	19790029	+	0.000	0.000	Merged-chr7-19790098-49
NR2719--MA0599.1.KLF5	chr1	159812979	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR52055--MA0493.1.Klf1	chr8	27201164	27201174	-	0.000	0.000	Merged-chr8-27201067-26
NR20124--MA1107.1.KLF9	chr15	101387999	101388011	+	0.000	0.000	Merged-chr15-101388154-52
NR56987--MA1107.1.KLF9	chr9	106430929	106430941	+	0.000	0.000	Merged-chr9-106430870-17
NR5571--MA1107.1.KLF9	chr10	78115180	78115192	-	0.000	0.000	Merged-chr10-78115092-14
NR23847--MA0599.1.KLF5	chr17	50136361	50136370	-	0.000	0.000	Merged-chr17-50136209-46
NR32240--MA1107.1.KLF9	chr2	160657995	160658007	-	0.000	0.000	Merged-chr2-160657923-30
NR38992--MA0657.1.KLF13	chr4	134117099	134117116	+	0.000	0.000	Merged-chr4-134117148-42
NR7953--MA0493.1.Klf1	chr11	32211339	32211349	+	0.000	0.000	Merged-chr11-32211226-20
NR28317--MA0741.1.KLF16	chr19	60183111	60183121	+	0.000	0.000	Merged-chr19-60182957-49
NR2736--MA1107.1.KLF9	chr1	159812995	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR2731--MA0039.3.KLF4	chr1	159813014	159813024	-	0.000	0.000	Merged-chr1-159812982-41
NR14342--MA0493.1.Klf1	chr13	56476921	56476931	+	0.000	0.000	Merged-chr13-56477022-46
NR46189--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR27553--MA0741.1.KLF16	chr19	37333674	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR47963--MA0599.1.KLF5	chr7	19946292	19946301	+	0.000	0.000	Merged-chr7-19946114-52
NR5576--MA1107.1.KLF9	chr10	78115190	78115202	-	0.000	0.000	Merged-chr10-78115092-14
NR46196--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR24676--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR18822--MA1107.1.KLF9	chr15	60120086	60120098	-	0.000	0.000	Merged-chr15-60120172-38
NR36300--MA0741.1.KLF16	chr4	4790441	4790451	-	0.000	0.000	Merged-chr4-4790293-30
NR18008--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR57195--MA0039.3.KLF4	chr9	110641167	110641177	+	0.000	0.000	Merged-chr9-110641188-21
NR51570--MA0493.1.Klf1	chr7	143724082	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR41651--MA1107.1.KLF9	chr5	77140302	77140314	+	0.000	0.000	Merged-chr5-77140362-54
NR11314--MA0742.1.Klf12	chr12	13518259	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR54960--MA1107.1.KLF9	chr9	21419887	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR17197--MA0741.1.KLF16	chr14	67911782	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR32237--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR16969--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR2303--MA0493.1.Klf1	chr1	138304341	138304351	+	0.000	0.000	Merged-chr1-138304184-80
NR32236--MA0039.3.KLF4	chr2	160657971	160657981	-	0.000	0.000	Merged-chr2-160657923-30
NR29039--MA0493.1.Klf1	chr2	29849975	29849985	+	0.000	0.000	Merged-chr2-29850143-19
NR32238--MA0741.1.KLF16	chr2	160657972	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR7950--MA0742.1.Klf12	chr11	32211339	32211353	+	0.000	0.000	Merged-chr11-32211226-20
NR54177--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR30804--MA0742.1.Klf12	chr2	114136989	114137003	-	0.000	0.000	Merged-chr2-114137020-31
NR34755--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR8412--MA1107.1.KLF9	chr11	55131118	55131130	+	0.000	0.000	Merged-chr11-55131266-10
NR21843--MA0599.1.KLF5	chr16	91780938	91780947	-	0.000	0.000	Merged-chr16-91781071-63
NR34364--MA0599.1.KLF5	chr3	94388229	94388238	-	0.000	0.000	Merged-chr3-94388255-39
NR2722--MA0740.1.KLF14	chr1	159812994	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR6018--MA0741.1.KLF16	chr10	83722886	83722896	-	0.000	0.000	Merged-chr10-83722684-72
NR56054--MA0599.1.KLF5	chr9	69092378	69092387	-	0.000	0.000	Merged-chr9-69092509-18
NR11244--MA0741.1.KLF16	chr12	8829812	8829822	-	0.000	0.000	Merged-chr12-8829730-25
NR36301--MA1107.1.KLF9	chr4	4790429	4790441	-	0.000	0.000	Merged-chr4-4790293-30
NR18644--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR36299--MA0741.1.KLF16	chr4	4790430	4790440	-	0.000	0.000	Merged-chr4-4790293-30
NR38016--MA0493.1.Klf1	chr4	107210267	107210277	-	0.000	0.000	Merged-chr4-107210545-62
NR54092--MA0039.3.KLF4	chr8	117074432	117074442	+	0.000	0.000	Merged-chr8-117074609-38
NR40866--MA0741.1.KLF16	chr5	35176593	35176603	+	0.000	0.000	Merged-chr5-35176446-65
NR46092--MA0741.1.KLF16	chr6	100824807	100824817	+	0.000	0.000	Merged-chr6-100824678-47
NR18756--MA1107.1.KLF9	chr15	58655123	58655135	+	0.000	0.000	Merged-chr15-58655104-54
NR47417--MA1107.1.KLF9	chr6	145417482	145417494	-	0.000	0.000	Merged-chr6-145417723-108
NR42403--MA0741.1.KLF16	chr5	112301910	112301920	+	0.000	0.000	Merged-chr5-112301937-36
NR4873--MA0493.1.Klf1	chr10	53461610	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR8414--MA0742.1.Klf12	chr11	55131148	55131162	+	0.000	0.000	Merged-chr11-55131266-10
NR50852--MA0039.3.KLF4	chr7	127278759	127278769	+	0.000	0.000	Merged-chr7-127278637-41
NR35695--MA1107.1.KLF9	chr3	135675685	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR38325--MA0741.1.KLF16	chr4	119689513	119689523	+	0.000	0.000	Merged-chr4-119689602-18
NR27593--MA0741.1.KLF16	chr19	38746134	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR23015--MA1107.1.KLF9	chr17	29152729	29152741	-	0.000	0.000	Merged-chr17-29152803-18
NR10621--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR13101--MA1107.1.KLF9	chr12	110503647	110503659	+	0.000	0.000	Merged-chr12-110503523-43
NR51567--MA0742.1.Klf12	chr7	143724082	143724096	+	0.000	0.000	Merged-chr7-143724096-15
NR17495--MA0741.1.KLF16	chr14	78687924	78687934	+	0.000	0.000	Merged-chr14-78687892-42
NR14504--MA0741.1.KLF16	chr13	63189569	63189579	-	0.000	0.000	Merged-chr13-63189715-33
NR8244--MA0599.1.KLF5	chr11	51577731	51577740	+	0.000	0.000	Merged-chr11-51577778-26
NR38844--MA1107.1.KLF9	chr4	132749036	132749048	-	0.000	0.000	Merged-chr4-132748989-25
NR53030--MA1107.1.KLF9	chr8	77509209	77509221	+	0.000	0.000	Merged-chr8-77509195-33
NR31211--MA0493.1.Klf1	chr2	126491622	126491632	+	0.000	0.000	Merged-chr2-126491626-26
NR9762--MA0039.3.KLF4	chr11	93995234	93995244	-	0.000	0.000	Merged-chr11-93995310-5
NR34028--MA1107.1.KLF9	chr3	84022793	84022805	-	0.000	0.000	Merged-chr3-84022944-34
NR26037--MA0741.1.KLF16	chr18	67255707	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR712--MA0493.1.Klf1	chr1	55446889	55446899	+	0.000	0.000	Merged-chr1-55446709-68
NR2488--MA0493.1.Klf1	chr1	153087889	153087899	-	0.000	0.000	Merged-chr1-153087969-27
NR46960--MA0599.1.KLF5	chr6	134903786	134903795	+	0.000	0.000	Merged-chr6-134903917-75
NR55435--MA0599.1.KLF5	chr9	46067965	46067974	+	0.000	0.000	Merged-chr9-46067902-17
NR2841--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR21847--MA0039.3.KLF4	chr16	91781394	91781404	-	0.000	0.000	Merged-chr16-91781524-1
NR57194--MA0599.1.KLF5	chr9	110641166	110641175	+	0.000	0.000	Merged-chr9-110641188-21
NR711--MA0039.3.KLF4	chr1	55446891	55446901	+	0.000	0.000	Merged-chr1-55446709-68
NR39907--MA0039.3.KLF4	chr4	152446449	152446459	+	0.000	0.000	Merged-chr4-152446445-57
NR27442--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR54224--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR23845--MA0740.1.KLF14	chr17	50136358	50136371	-	0.000	0.000	Merged-chr17-50136209-46
NR55686--MA0599.1.KLF5	chr9	57339968	57339977	-	0.000	0.000	Merged-chr9-57339944-60
NR17487--MA0741.1.KLF16	chr14	78679217	78679227	+	0.000	0.000	Merged-chr14-78679093-56
NR28160--MA0039.3.KLF4	chr19	56756562	56756572	-	0.000	0.000	Merged-chr19-56756635-43
NR54022--MA1107.1.KLF9	chr8	114888550	114888562	-	0.000	0.000	Merged-chr8-114888790-56
NR2720--MA0039.3.KLF4	chr1	159812977	159812987	-	0.000	0.000	Merged-chr1-159812982-41
NR54223--MA0039.3.KLF4	chr8	120701896	120701906	-	0.000	0.000	Merged-chr8-120702084-56
NR27598--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR32235--MA0599.1.KLF5	chr2	160657973	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR39061--MA0039.3.KLF4	chr4	134734808	134734818	+	0.000	0.000	Merged-chr4-134734669-83
NR32426--MA0039.3.KLF4	chr2	166625664	166625674	-	0.000	0.000	Merged-chr2-166625583-45
NR9436--MA0039.3.KLF4	chr11	82214554	82214564	-	0.000	0.000	Merged-chr11-82214647-44
NR37666--MA0493.1.Klf1	chr4	88875981	88875991	+	0.000	0.000	Merged-chr4-88875849-45
NR56986--MA0493.1.Klf1	chr9	106430935	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR27216--MA0741.1.KLF16	chr19	14668710	14668720	-	0.000	0.000	Merged-chr19-14668781-26
NR9679--MA0493.1.Klf1	chr11	88993830	88993840	-	0.000	0.000	Merged-chr11-88993773-46
NR50438--MA0493.1.Klf1	chr7	114356566	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR17195--MA0741.1.KLF16	chr14	67911771	67911781	-	0.000	0.000	Merged-chr14-67911920-26
NR47991--MA0741.1.KLF16	chr7	24369798	24369808	+	0.000	0.000	Merged-chr7-24370030-56
NR5332--MA0039.3.KLF4	chr10	68199810	68199820	-	0.000	0.000	Merged-chr10-68199721-19
NR32118--MA1107.1.KLF9	chr2	157148000	157148012	-	0.000	0.000	Merged-chr2-157147783-53
NR22996--MA0741.1.KLF16	chr17	28590946	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR51452--MA0493.1.Klf1	chr7	142354081	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR38326--MA1107.1.KLF9	chr4	119689512	119689524	+	0.000	0.000	Merged-chr4-119689602-18
NR8413--MA0740.1.KLF14	chr11	55131148	55131161	+	0.000	0.000	Merged-chr11-55131266-10
NR32234--MA0039.3.KLF4	chr2	160471240	160471250	+	0.000	0.000	Merged-chr2-160471164-70
NR31139--MA0740.1.KLF14	chr2	122673094	122673107	+	0.000	0.000	Merged-chr2-122673136-39
NR10370--MA1107.1.KLF9	chr11	104631543	104631555	-	0.000	0.000	Merged-chr11-104631492-24
NR54614--MA0741.1.KLF16	chr8	127052376	127052386	+	0.000	0.000	Merged-chr8-127052348-23
NR52044--MA0741.1.KLF16	chr8	27120707	27120717	+	0.000	0.000	Merged-chr8-27120765-34
NR54091--MA0599.1.KLF5	chr8	117074431	117074440	+	0.000	0.000	Merged-chr8-117074609-38
NR654--MA0039.3.KLF4	chr1	52578410	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR23848--MA0741.1.KLF16	chr17	50136360	50136370	-	0.000	0.000	Merged-chr17-50136209-46
NR25486--MA0657.1.KLF13	chr18	39141850	39141867	-	0.000	0.000	Merged-chr18-39141814-16
NR22419--MA0039.3.KLF4	chr17	12728033	12728043	+	0.000	0.000	Merged-chr17-12727995-27
NR31858--MA0599.1.KLF5	chr2	150918853	150918862	+	0.000	0.000	Merged-chr2-150918832-31
NR35691--MA0742.1.Klf12	chr3	135675685	135675699	+	0.000	0.000	Merged-chr3-135675679-12
NR29040--MA0741.1.KLF16	chr2	29849976	29849986	+	0.000	0.000	Merged-chr2-29850143-19
NR16965--MA0741.1.KLF16	chr14	59553208	59553218	+	0.000	0.000	Merged-chr14-59553394-22
NR54176--MA0493.1.Klf1	chr8	120050179	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR21822--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR35791--MA0741.1.KLF16	chr3	138893758	138893768	+	0.000	0.000	Merged-chr3-138893657-47
NR43728--MA0599.1.KLF5	chr5	139299446	139299455	+	0.000	0.000	Merged-chr5-139299297-63
